"length","heigth","value","stock_id","id_assignment","id_job_type"
"30","20","1","9","2373","1"
"20","8","1","9","2373","1"
"50","30","1","9","2389","1"
"45","30","1","9","2388","1"
"50","30","1","9","2388","1"
"50","60","1","9","2380","1"
"30","15","1","9","2380","1"
"30","20","1","9","2396","1"
"30","20","1","9","2387","1"
"58","40","1","9","2391","1"
"20","25","1","9","2391","1"
"40","30","1","9","2386","1"
"50","30","1","9","2409","1"
"30","30","1","9","2392","1"
"15","35","1","9","2398","1"
"45","30","1","9","2398","1"
"30","20","2","9","2303","2"
"50","30","1","9","2378","1"
"30","20","1","9","2408","1"
"38","30","1","9","2411","1"
"5","10","1","9","2415","1"
"30","20","0","9","2410","1"
"0","0","0","9","2416","1"
"30","20","1","9","2416","1"
"48","30","1","9","2407","1"
"30","20","2","9","2349","4"
"60","40","1","9","2433","1"
"30","20","1","9","2433","1"
"18","60","1","9","2419","1"
"20","30","1","9","2442","1"
"50","30","1","9","2425","1"
"40","25","1","9","2430","1"
"13","18","1","9","2428","1"
"56","38","1","9","2435","1"
"8","15","1","9","2423","1"
"8","10","1","9","2423","1"
"30","20","1","9","2423","1"
"30","20","1","9","2395","1"
"25","30","1","9","2439","1"
"42","30","1","9","2439","1"
"30","20","1","9","2432","1"
"40","40","1","9","2427","1"
"38","30","1","9","2447","1"
"39","30","1","9","2431","1"
"25","20","1","9","2445","1"
"30","20","1","9","2445","1"
"45","27","1","9","2418","1"
"28","20","1","9","2424","1"
"40","30","1","9","2440","1"
"27","20","1","9","2437","1"
"35","30","1","9","2436","1"
"30","20","1","9","2450","1"
"60","17","1","9","2419","1"
"52","40","1","9","2426","1"
"40","27","1","9","2449","1"
"20","10","1","9","2446","3"
"0","0","0","9","2444","1"
"0","0","0","9","2444","1"
"20","20","1","9","2444","1"
"16","20","1","9","2455","1"
"40","30","1","9","2402","1"
"30","20","1","9","2400","3"
"50","30","1","9","2350","1"
"50","30","1","9","2413","1"
"10","10","1","9","2399","1"
"60","38","1","9","2399","1"
"30","20","1","9","2399","1"
"10","10","1","9","2457","1"
"30","20","1","9","2458","1"
"20","30","1","9","2464","1"
"25","12","1","9","2461","1"
"27","20","1","9","2465","1"
"30","20","1","9","2438","1"
"29","20","1","9","2438","1"
"30","20","1","9","2466","1"
"30","20","0","9","2469","3"
"30","20","1","9","2462","1"
"28","25","1","9","2467","1"
"35","25","1","9","2470","1"
"30","20","1","9","2390","1"
"30","20","1","9","2394","1"
"30","60","1","9","2460","1"
"35","60","1","9","2460","1"
"50","30","1","9","2460","1"
"40","30","1","9","2471","1"
"30","20","1","9","2482","1"
"12","20","1","9","2384","1"
"15","10","1","9","2484","1"
"40","28","1","9","2479","1"
"5","10","1","9","2479","1"
"45","25","1","9","2472","1"
"30","20","1","9","2487","1"
"30","20","1","9","2459","2"
"43","30","1","9","2468","1"
"49","30","1","9","2403","2"
"30","10","1","9","2496","1"
"30","20","1","9","2310","2"
"29","30","1","9","2475","1"
"40","30","1","9","2476","1"
"50","30","1","9","2385","2"
"40","25","2","9","2491","1"
"40","30","1","9","2512","1"
"28","20","1","9","2504","1"
"46","30","1","9","2515","1"
"25","20","1","9","2500","1"
"50","40","1","9","2483","1"
"30","20","1","9","2518","1"
"25","20","1","9","2299","1"
"40","30","1","9","2517","1"
"60","40","1","9","2485","2"
"30","20","1","9","2507","1"
"40","30","1","9","2511","1"
"50","40","1","9","2501","1"
"28","20","1","9","2520","1"
"15","10","1","9","2534","1"
"25","16","1","9","2534","1"
"10","18","1","9","2531","1"
"11","25","1","9","2531","1"
"30","20","1","9","2528","1"
"30","20","1","9","2532","1"
"75","40","1","9","2481","1"
"60","22","1","9","2481","1"
"10","20","1","9","2502","1"
"30","20","1","9","2516","1"
"27","20","1","9","2514","1"
"30","20","1","9","2490","1"
"60","40","1","9","2525","1"
"25","30","1","9","2513","1"
"25","20","1","9","2513","1"
"30","20","1","9","2497","1"
"10","15","1","9","2547","1"
"30","20","1","9","2536","1"
"40","30","1","9","2526","1"
"40","30","1","9","2505","2"
"30","20","1","9","2478","1"
"15","20","1","9","2478","1"
"30","20","1","9","2488","1"
"46","25","1","9","2519","1"
"55","40","1","9","2537","1"
"5","5","1","9","2542","3"
"60","35","1","9","2508","1"
"60","35","1","9","2508","1"
"5","10","1","9","2508","1"
"30","20","1","9","2551","2"
"38","27","1","9","2549","1"
"30","20","1","9","2546","1"
"30","20","1","9","2421","1"
"60","40","1","9","2543","1"
"25","15","1","9","2550","1"
"45","40","1","9","2535","1"
"33","40","1","9","2560","1"
"18","20","1","9","2560","1"
"25","20","1","9","2558","1"
"30","20","1","9","2556","1"
"30","20","1","9","2523","1"
"45","25","1","9","2499","2"
"30","20","1","9","2506","1"
"40","30","1","9","2506","1"
"30","20","2","9","2529","1"
"20","20","1","9","2533","1"
"15","15","1","9","2503","1"
"30","20","1","9","2521","1"
"45","30","1","9","2554","3"
"40","30","1","9","2545","2"
"30","20","1","9","2565","1"
"48","40","1","9","2564","2"
"60","40","1","9","2422","1"
"30","20","1","9","2422","1"
"30","20","1","9","2557","1"
"9","12","2","9","2561","1"
"30","20","2","9","2493","1"
"60","40","3","9","2493","1"
"30","20","1","9","2568","1"
"30","18","1","9","2578","1"
"30","20","1","9","2566","2"
"40","30","1","9","2566","2"
"35","30","1","9","2567","1"
"27","20","1","9","2576","1"
"55","35","1","9","2574","1"
"20","15","1","9","2579","3"
"30","20","1","9","2573","1"
"40","15","1","9","2570","1"
"14","60","1","9","2581","1"
"20","20","1","9","2580","1"
"35","55","1","9","2582","1"
"30","20","1","9","2585","1"
"40","30","1","9","2587","1"
"30","20","1","9","2588","1"
"50","30","1","9","2568","1"
"50","30","1","9","2586","1"
"30","20","1","9","2451","1"
"48","40","1","9","2595","1"
"0","0","1","9","2598","4"
"56","38","1","9","2473","2"
"38","30","1","9","2596","1"
"60","40","1","9","2604","1"
"40","40","1","9","2604","1"
"30","20","1","9","2604","1"
"20","20","1","9","2604","1"
"41","30","1","9","2590","1"
"56","38","1","9","2555","1"
"60","37","1","9","2422","2"
"20","15","1","9","2422","2"
"25","40","1","9","2559","1"
"5","5","1","9","2559","1"
"8","4","1","9","2559","1"
"60","40","1","9","2577","1"
"15","15","1","9","2592","1"
"30","20","1","9","2602","4"
"30","20","1","9","2600","1"
"30","20","1","9","2603","1"
"42","30","1","9","2605","1"
"37","30","1","9","2599","1"
"40","30","1","9","2610","1"
"56","40","1","9","2606","1"
"45","30","1","9","2606","1"
"12","10","1","9","2607","1"
"30","20","2","9","2597","2"
"50","30","1","9","2492","2"
"30","20","1","9","2414","2"
"30","20","1","9","2593","2"
"55","40","1","9","2331","2"
"30","20","1","9","2612","1"
"44","30","1","9","2615","1"
"56","38","1","9","2608","1"
"30","20","1","9","2613","1"
"35","30","1","9","2613","1"
"50","40","1","9","2618","1"
"40","40","1","9","2619","1"
"30","20","1","9","2624","4"
"56","38","1","9","2617","1"
"45","30","1","9","2601","2"
"43","30","1","9","2601","2"
"38","30","1","9","2623","1"
"60","50","1","9","2614","2"
"30","15","1","9","2614","2"
"60","36","1","9","2632","1"
"50","30","1","9","2633","1"
"30","20","1","9","2637","1"
"50","30","1","9","2629","2"
"40","30","1","9","2630","1"
"13","18","1","9","2611","2"
"44","30","1","9","2643","1"
"30","20","1","9","2646","1"
"10","10","1","9","2621","2"
"15","15","1","9","2621","2"
"15","20","1","9","2620","2"
"30","20","1","9","2650","1"
"35","30","1","9","2651","1"
"35","25","1","9","2648","1"
"45","30","1","9","2654","1"
"14","18","1","9","2636","1"
"40","30","1","9","2644","1"
"40","40","1","9","2641","3"
"25","18","1","9","2658","1"
"30","22","1","9","2655","1"
"12","12","1","9","2642","1"
"7","12","1","9","2642","1"
"6","13","1","9","2642","1"
"48","30","1","9","2662","1"
"40","25","1","9","2663","1"
"15","5","1","9","2663","1"
"30","20","1","9","2665","1"
"14","12","1","9","2665","1"
"40","26","1","9","2668","1"
"50","28","1","9","2669","1"
"50","30","1","9","2670","1"
"35","30","1","9","2670","1"
"55","35","1","9","2656","1"
"40","26","1","9","2671","1"
"42","40","1","9","2649","1"
"28","20","1","9","2673","2"
"60","40","1","9","2635","2"
"60","40","1","9","2609","1"
"30","20","1","9","2639","1"
"60","40","1","9","2609","1"
"15","10","1","9","2609","1"
"50","30","1","9","2675","1"
"25","38","1","9","2682","1"
"35","25","1","9","2683","1"
"40","68","1","9","2647","2"
"17","19","1","9","2647","2"
"23","8","1","9","2647","2"
"38","30","1","9","2652","2"
"33","9","1","9","2684","1"
"16","6","1","9","2684","1"
"45","28","1","9","2679","1"
"12","7","1","9","2681","1"
"7","10","1","9","2681","1"
"48","30","1","9","2634","2"
"26","20","1","9","2689","1"
"35","30","1","9","2692","1"
"45","28","1","9","2686","1"
"38","30","1","9","2695","1"
"30","10","1","9","2691","1"
"30","10","1","9","2697","1"
"30","11","1","9","2699","1"
"15","10","1","9","2687","1"
"26","17","1","9","2687","1"
"25","43","1","9","2705","1"
"40","54","1","9","2707","1"
"52","40","1","9","2702","2"
"30","20","1","9","2698","1"
"0","0","0","9","2710","4"
"10","12","1","9","2708","1"
"25","20","1","9","2719","1"
"56","40","1","9","2711","1"
"60","40","2","9","2716","2"
"30","20","1","9","2713","1"
"20","18","1","9","2713","1"
"40","20","1","9","2715","1"
"15","10","1","9","2715","1"
"15","13","1","9","2721","1"
"30","20","1","9","2706","1"
"10","10","1","9","2729","1"
"30","20","1","9","2700","1"
"40","30","1","9","2725","3"
"60","40","1","9","2723","2"
"19","15","1","9","2731","1"
"10","5","1","9","2727","3"
"10","4","1","9","2727","3"
"60","40","1","9","2653","2"
"27","20","1","9","2728","3"
"40","26","1","9","2737","1"
"38","20","1","9","2726","1"
"50","30","1","9","2657","2"
"50","30","1","9","2693","2"
"38","30","1","9","2696","2"
"15","13","1","9","2712","2"
"40","30","1","9","2749","1"
"60","36","1","9","2740","1"
"60","40","1","9","2730","2"
"30","20","1","9","2745","1"
"20","20","1","9","2745","1"
"25","20","1","9","2736","1"
"35","26","1","9","2748","1"
"35","30","1","9","2703","1"
"30","20","2","9","2747","1"
"20","10","1","9","2747","1"
"30","20","1","9","2743","1"
"25","10","1","9","2755","1"
"30","20","0","9","2717","2"
"48","30","1","9","2709","2"
"30","20","2","9","2688","2"
"30","20","1","9","2750","2"
"30","20","1","9","2763","1"
"20","10","1","9","2764","3"
"18","20","1","9","2760","1"
"42","30","1","9","2762","1"
"30","20","1","9","2734","1"
"30","20","1","9","2753","1"
"20","10","1","9","2765","1"
"20","25","1","9","2765","1"
"42","19","1","9","2714","2"
"25","20","0","9","2766","1"
"40","54","1","9","2741","2"
"25","43","1","9","2718","2"
"25","20","1","9","2773","3"
"40","30","1","9","2761","2"
"30","20","1","9","2761","2"
"20","20","1","9","2778","1"
"30","20","1","9","2775","2"
"40","30","1","9","2772","2"
"0","0","0","9","2780","3"
"0","0","0","9","2759","2"
"16","20","1","9","2781","1"
"40","30","1","9","2770","1"
"48","30","1","9","2769","1"
"30","15","1","9","2769","1"
"30","20","1","9","2787","1"
"25","20","1","9","2791","1"
"30","20","2","9","2774","2"
"20","10","1","9","2774","2"
"0","0","0","9","2792","2"
"30","15","1","9","2788","3"
"56","40","1","9","2790","1"
"25","20","1","9","2795","1"
"30","20","1","9","2783","2"
"0","0","0","9","2797","3"
"0","0","0","9","2796","3"
"0","0","0","9","2806","3"
"46","30","1","9","2799","1"
"40","30","1","9","2807","1"
"30","20","1","9","2807","1"
"60","40","1","9","2798","1"
"35","30","1","9","2802","1"
"20","20","1","9","2803","1"
"55","40","1","9","2789","2"
"18","7","1","9","2793","4"
"40","30","1","9","2793","4"
"18","6","1","9","2816","1"
"35","55","1","9","2809","1"
"30","20","1","9","2809","1"
"30","30","1","9","2815","1"
"15","13","2","9","2818","1"
"70","35","1","9","2818","1"
"24","16","1","9","2818","1"
"40","25","1","9","2821","1"
"12","22","1","9","2813","1"
"40","30","0","9","2785","4"
"0","0","1","9","2785","4"
"15","7","1","9","2826","1"
"30","20","1","9","2782","2"
"40","30","1","9","2822","2"
"52","40","1","9","2828","1"
"25","20","1","9","2800","1"
"14","8","1","9","2823","1"
"42","62","1","9","2823","1"
"42","14","1","9","2823","1"
"34","30","1","9","2836","1"
"13","11","1","9","2835","1"
"45","30","1","9","2811","1"
"30","20","1","9","2830","1"
"30","30","1","9","2784","2"
"30","20","1","9","2801","1"
"30","12","1","9","2833","1"
"0","0","0","9","2837","3"
"0","0","0","9","2842","3"
"0","0","0","9","2814","2"
"50","40","1","9","2844","1"
"30","10","1","9","2846","1"
"35","25","1","9","2852","1"
"50","30","1","9","2345","2"
"30","20","1","9","2848","2"
"22","12","1","9","2853","1"
"30","20","3","9","2805","4"
"30","20","1","9","2845","4"
"44","30","1","9","2812","2"
"36","30","1","9","2855","1"
"44","27","1","9","2812","2"
"60","34","1","9","2859","1"
"54","38","1","9","2860","1"
"46","28","1","9","2858","1"
"60","40","1","9","2862","1"
"30","20","1","9","2861","1"
"25","15","1","9","2864","1"
"30","16","1","9","2867","1"
"52","40","1","9","2868","1"
"60","40","1","9","2851","2"
"25","16","1","9","2870","1"
"45","27","1","9","2832","2"
"60","40","1","9","2824","1"
"30","20","1","9","2872","1"
"30","16","1","9","2874","3"
"30","20","1","9","2810","3"
"5","20","1","9","2877","3"
"30","20","1","9","2876","1"
"30","20","1","9","2810","1"
"22","15","1","9","2875","4"
"50","40","1","9","2850","1"
"10","20","1","9","2850","1"
"1","1","1","9","2891","3"
"40","40","1","9","2831","2"
"36","30","1","9","2893","1"
"22","15","8","9","2875","4"
"56","38","1","9","2894","4"
"25","20","1","9","2896","1"
"30","20","2","9","2899","2"
"30","20","1","9","2888","2"
"40","30","1","9","2904","1"
"45","30","1","9","2910","1"
"50","30","1","9","2898","1"
"30","20","1","9","2786","2"
"50","30","1","9","2907","1"
"60","40","1","9","2827","2"
"30","20","1","9","2913","1"
"0","0","1","9","2915","1"
"36","30","1","9","2909","2"
"30","20","1","9","2905","1"
"30","20","1","9","2919","1"
"45","30","1","9","2919","1"
"56","34","1","9","2919","1"
"30","20","1","9","2921","1"
"30","20","1","9","2920","1"
"30","20","1","9","2918","1"
"36","28","1","9","2917","1"
"30","20","1","9","2895","2"
"0","0","0","9","2924","3"
"30","35","1","9","2923","1"
"30","20","1","9","2922","3"
"40","30","1","9","2925","1"
"50","30","1","9","2927","1"
"30","20","1","9","2926","1"
"26","20","1","9","2929","1"
"40","30","1","9","2914","1"
"30","20","2","9","2933","1"
"30","20","1","9","2930","1"
"38","30","1","9","2936","1"
"10","6","1","9","2936","1"
"40","28","1","9","2937","1"
"30","20","1","9","2941","4"
"50","30","1","9","2932","3"
"35","30","0","9","2938","1"
"6","4","1","9","2942","1"
"46","30","1","9","2945","1"
"56","40","1","9","2943","1"
"36","30","1","9","2928","2"
"46","30","1","9","2947","1"
"38","27","1","9","2903","2"
"30","20","1","9","2912","2"
"50","30","1","9","2939","2"
"20","22","1","9","2948","1"
"40","30","1","9","2948","1"
"30","20","1","9","2950","1"
"28","20","1","9","2953","1"
"30","20","1","9","2901","2"
"50","30","1","9","2954","3"
"50","28","1","9","2955","1"
"45","26","1","9","2955","1"
"52","40","1","9","2935","1"
"27","20","1","9","2957","1"
"28","20","1","9","2958","1"
"0","0","1","9","2966","1"
"30","20","1","9","2962","3"
"26","12","1","9","2961","1"
"37","30","1","9","2964","1"
"30","15","1","9","2963","3"
"45","30","1","9","2969","1"
"40","30","1","9","2970","1"
"50","28","1","9","2965","1"
"22","10","1","9","2959","2"
"23","20","1","9","2959","2"
"30","20","1","9","2956","1"
"58","35","1","9","2956","1"
"30","20","1","9","2967","1"
"54","38","1","9","2897","2"
"16","5","1","9","2974","3"
"35","20","1","9","2968","1"
"50","20","1","9","2968","1"
"30","20","1","9","2975","1"
"27","20","1","9","2980","1"
"30","20","1","9","2976","1"
"36","22","1","9","2983","1"
"40","75","1","9","2982","1"
"30","20","1","9","2984","1"
"40","30","1","9","2986","1"
"38","25","1","9","2989","1"
"40","30","1","9","2991","1"
"30","20","1","9","2960","2"
"58","40","1","9","2988","1"
"18","14","1","9","2995","1"
"30","10","1","9","2992","1"
"30","8","1","9","2992","1"
"30","20","1","9","2946","4"
"15","5","1","9","2997","1"
"30","15","1","9","2997","1"
"15","18","1","9","2996","1"
"15","20","1","9","3021","1"
"48","25","1","9","2993","1"
"28","20","1","9","3011","1"
"30","20","0","9","3004","1"
"30","20","1","9","3004","1"
"30","20","1","9","2979","2"
"50","30","1","9","2981","2"
"28","20","1","9","3054","1"
"36","28","1","9","3009","1"
"40","30","1","9","3053","1"
"40","30","1","9","2884","2"
"58","36","1","9","3012","1"
"60","40","1","9","2999","1"
"25","20","1","9","3093","1"
"14","5","1","9","3093","1"
"30","20","19","9","3050","1"
"30","20","1","9","3034","1"
"30","20","1","9","3020","1"
"40","30","1","9","3048","1"
"30","20","1","9","3082","1"
"58","40","1","9","3096","1"
"0","0","0","9","3083","2"
"75","40","1","9","3083","2"
"25","20","1","9","3041","1"
"30","30","1","9","3056","3"
"37","28","1","9","3026","1"
"56","40","1","9","3051","2"
"37","17","1","9","3025","1"
"30","39","1","9","3103","1"
"16","22","1","9","3068","1"
"6","20","1","9","3068","1"
"30","20","1","9","3070","1"
"15","10","1","9","3070","1"
"45","40","1","9","3099","1"
"60","40","1","9","3022","1"
"40","30","1","9","3007","1"
"30","20","1","9","3064","1"
"60","40","1","9","3047","1"
"25","20","1","9","3074","1"
"40","30","1","9","3116","2"
"58","40","1","9","3112","2"
"15","13","2","9","3001","2"
"24","16","1","9","3001","2"
"70","35","1","9","3001","2"
"20","20","1","9","3118","1"
"36","30","1","9","3058","1"
"15","30","1","9","3058","1"
"35","30","1","9","3117","1"
"40","30","1","9","3043","1"
"46","30","1","9","3066","1"
"30","20","0","9","3086","1"
"45","30","1","9","3133","1"
"48","30","1","9","3072","1"
"30","20","1","9","3038","1"
"25","20","1","9","3094","1"
"45","30","1","9","3030","1"
"50","25","1","9","3030","1"
"30","20","1","9","3024","1"
"40","25","1","9","3158","1"
"30","20","1","9","3166","1"
"5","7","1","9","3166","1"
"20","25","1","9","3157","1"
"52","40","1","9","3114","1"
"42","30","1","9","3102","2"
"60","40","1","9","3111","1"
"50","30","1","9","3111","1"
"30","20","1","9","3067","1"
"38","30","1","9","3059","1"
"20","18","1","9","3028","1"
"40","30","1","9","3172","3"
"38","30","1","9","3027","1"
"28","20","1","9","3069","1"
"50","30","1","9","3023","1"
"50","40","1","9","3171","1"
"9","15","1","9","3032","1"
"22","6","1","9","3032","1"
"27","20","1","9","3168","1"
"30","20","0","9","3081","1"
"45","30","1","9","3171","1"
"60","40","1","9","3039","1"
"60","40","1","9","3180","1"
"30","15","1","9","3183","1"
"60","40","1","9","3169","2"
"40","40","1","9","3169","2"
"30","20","1","9","3169","2"
"20","20","1","9","3169","2"
"30","20","1","9","3160","1"
"35","25","1","9","3090","1"
"30","20","1","9","3156","1"
"30","16","1","9","3097","1"
"30","20","1","9","3186","1"
"22","20","1","9","3121","1"
"20","18","0","9","3121","1"
"50","28","1","9","3196","1"
"30","20","1","9","3071","1"
"15","10","1","9","3113","3"
"30","20","0","9","3159","1"
"27","20","0","9","3120","1"
"30","20","1","9","3184","1"
"30","20","1","9","3107","1"
"12","10","1","9","3107","1"
"50","30","1","9","3080","1"
"35","25","1","9","3080","1"
"20","15","1","9","3108","1"
"40","30","1","9","3135","1"
"30","20","1","9","3192","1"
"20","10","1","9","3192","1"
"35","30","1","9","3198","1"
"40","30","1","9","3141","1"
"40","30","1","9","3191","1"
"30","50","1","9","3204","1"
"52","40","1","9","3098","1"
"6","8","1","9","3109","1"
"38","30","1","9","3165","1"
"20","20","1","9","3152","1"
"30","30","1","9","3152","1"
"40","30","1","9","3145","1"
"45","40","1","9","3209","1"
"50","30","1","9","3210","3"
"30","20","1","9","3142","1"
"40","30","1","9","3178","1"
"60","40","1","9","3124","1"
"58","40","1","9","3211","3"
"50","30","1","9","3179","1"
"36","28","1","9","3095","1"
"30","20","1","9","3129","1"
"25","20","1","9","2990","2"
"30","20","1","9","3200","1"
"42","30","1","9","3176","1"
"30","20","1","9","3010","1"
"54","40","1","9","3216","1"
"35","30","1","9","3125","1"
"0","0","1","9","3223","3"
"30","20","1","9","3151","1"
"50","30","3","9","3000","1"
"40","30","1","9","3000","1"
"30","20","2","9","3000","1"
"50","30","1","9","3073","1"
"60","40","1","9","3073","1"
"30","20","1","9","3073","1"
"15","15","1","9","3073","1"
"55","40","1","9","3175","1"
"30","20","1","9","3203","1"
"28","20","1","9","3203","1"
"30","20","1","9","3187","1"
"5","30","1","9","3187","1"
"12","20","0","9","3197","1"
"15","12","1","9","3197","1"
"40","30","1","9","3046","2"
"40","75","1","9","3194","2"
"32","30","1","9","3131","1"
"15","10","1","9","3131","1"
"18","12","1","9","3140","1"
"37","28","1","9","3212","1"
"50","23","1","9","3126","1"
"35","30","1","9","3237","1"
"30","20","1","9","3199","1"
"40","30","1","9","3218","1"
"15","10","1","9","3218","1"
"18","12","1","9","3035","1"
"40","30","1","9","3084","1"
"48","30","1","9","3106","1"
"30","20","1","9","3148","1"
"30","20","1","9","3144","1"
"60","40","1","9","3205","2"
"60","40","0","9","3205","2"
"30","20","1","9","3205","2"
"30","20","1","9","3248","1"
"6","10","1","9","3255","1"
"6","4","1","9","3255","1"
"20","30","1","9","3237","1"
"50","30","0","9","3224","2"
"25","12","0","9","3167","1"
"40","50","0","9","3167","1"
"20","27","1","9","3240","1"
"35","30","1","9","3264","3"
"30","20","1","9","3123","1"
"25","30","1","9","3105","1"
"25","10","1","9","3105","1"
"5","8","1","9","3105","1"
"40","30","1","9","3243","1"
"25","38","1","9","3251","1"
"30","20","0","9","3265","2"
"5","7","0","9","3265","2"
"46","30","1","9","3195","2"
"12","20","1","9","3164","1"
"30","20","1","9","3230","1"
"30","20","1","9","3249","1"
"45","30","1","9","3045","1"
"30","20","1","9","3149","1"
"60","37","1","9","3254","2"
"18","6","1","9","3276","1"
"30","20","1","9","3250","1"
"27","15","1","9","3281","1"
"5","5","1","9","3281","1"
"8","5","1","9","3281","1"
"40","30","1","9","3163","1"
"25","20","1","9","3292","1"
"35","30","1","9","3295","1"
"30","15","1","9","3261","1"
"30","20","1","9","3231","1"
"30","20","0","9","3221","1"
"25","20","1","9","3217","1"
"27","20","0","9","3242","1"
"50","30","1","9","3290","1"
"30","20","1","9","3277","1"
"20","20","1","9","3277","1"
"16","30","1","9","3285","1"
"25","20","1","9","3269","1"
"18","12","1","9","3303","1"
"30","20","1","9","3222","1"
"30","20","1","9","3284","1"
"15","18","1","9","3294","1"
"42","30","1","9","3220","1"
"40","30","1","9","3137","1"
"30","20","1","9","3286","1"
"15","12","1","9","3235","1"
"20","40","1","9","3235","1"
"30","20","0","9","3301","1"
"40","30","1","9","3174","1"
"12","30","1","9","3174","1"
"35","30","1","9","3312","1"
"30","20","1","9","3312","1"
"35","30","0","9","3296","1"
"10","15","1","9","3247","1"
"35","30","1","9","3239","1"
"36","30","1","9","3302","1"
"46","15","1","9","3291","1"
"12","10","1","9","3291","1"
"30","20","1","9","3317","1"
"30","20","1","9","3310","1"
"5","5","1","9","3310","1"
"3","2","1","9","3310","1"
"25","20","1","9","3213","1"
"8","6","0","9","3213","1"
"50","30","1","9","3315","1"
"30","20","1","9","3313","1"
"50","30","0","9","3300","1"
"22","16","0","9","3300","1"
"40","30","1","9","3234","2"
"20","15","1","9","3308","1"
"40","30","1","9","3207","1"
"0","0","0","9","3333","3"
"45","30","1","9","3319","1"
"52","40","0","9","3321","2"
"30","20","1","9","3324","1"
"50","20","1","9","3305","1"
"30","20","1","9","3359","1"
"20","20","1","9","3365","1"
"38","30","0","9","3363","1"
"30","20","1","9","3346","1"
"40","30","1","9","3366","1"
"15","55","2","9","3314","1"
"15","40","2","9","3314","1"
"50","30","1","9","3367","1"
"30","20","1","9","3033","1"
"0","0","0","9","3236","2"
"0","0","0","9","2971","2"
"25","18","1","9","3401","1"
"27","15","1","9","3311","1"
"40","27","1","9","3362","1"
"40","30","0","9","3386","1"
"38","30","1","9","3403","1"
"30","20","1","9","3327","2"
"30","20","1","9","3394","1"
"30","20","0","9","3406","1"
"60","40","1","9","3341","4"
"60","37","1","9","3341","4"
"30","20","1","9","3341","4"
"20","15","1","9","3341","4"
"50","30","1","9","3396","1"
"40","30","1","9","3278","2"
"30","20","1","9","3293","1"
"60","40","1","9","3364","1"
"40","75","1","9","3357","2"
"15","18","1","9","3370","1"
"40","24","1","9","3408","1"
"15","12","1","9","3423","1"
"36","30","1","9","3421","2"
"30","20","1","9","3368","1"
"20","15","1","9","3360","2"
"17","12","1","9","3432","1"
"50","30","1","9","3431","2"
"25","20","1","9","3420","1"
"30","20","1","9","3419","1"
"15","10","1","9","3419","1"
"55","40","1","9","3436","1"
"25","20","1","9","3436","1"
"30","20","1","9","3427","1"
"30","30","1","9","3434","1"
"30","20","1","9","3400","2"
"30","20","1","9","3418","1"
"30","10","1","9","3438","1"
"30","15","1","9","3438","1"
"30","22","1","9","3417","1"
"20","10","1","9","3417","1"
"30","18","1","9","3417","1"
"20","10","1","9","3439","1"
"20","6","1","9","3441","3"
"20","20","1","9","3444","1"
"5","5","1","9","3460","3"
"30","15","1","9","3452","1"
"15","15","1","9","3440","1"
"28","15","1","9","3373","1"
"23","10","1","9","3407","1"
"0","0","1","9","3444","3"
"40","30","1","9","3389","1"
"30","15","1","9","3369","1"
"15","10","1","9","3445","1"
"40","30","1","9","3457","1"
"30","20","1","9","3376","1"
"40","40","1","9","3462","1"
"30","20","1","9","3464","1"
"25","20","1","9","3451","2"
"30","20","1","9","3451","2"
"30","20","1","9","3455","2"
"0","0","0","9","3316","1"
"15","10","1","9","3470","3"
"40","40","1","9","3454","1"
"25","40","1","9","3468","1"
"50","30","1","9","3474","1"
"40","30","1","9","3456","1"
"30","20","1","9","3465","1"
"25","8","1","9","3472","1"
"30","20","1","9","3475","1"
"30","20","1","9","3466","1"
"20","10","1","9","3478","3"
"15","12","1","9","3378","1"
"30","20","1","9","3442","1"
"15","20","1","9","3336","1"
"30","20","1","9","3437","1"
"22","15","1","9","3350","1"
"15","13","1","9","3425","3"
"30","20","1","9","3463","2"
"50","40","1","9","3245","2"
"30","10","1","9","3477","2"
"30","15","1","9","3477","2"
"40","30","1","9","3481","1"
"25","15","1","9","3480","1"
"5","8","1","9","3484","1"
"30","20","0","9","3479","1"
"30","30","1","9","3354","1"
"37","30","1","9","3483","1"
"60","38","1","9","3492","1"
"10","5","1","9","3497","1"
"20","10","1","9","3458","1"
"14","10","1","9","3414","1"
"0","0","1","9","3496","3"
"35","30","1","9","3494","1"
"35","30","1","9","3509","1"
"22","20","1","9","3498","1"
"35","40","1","9","3515","1"
"60","40","1","9","3344","1"
"30","20","1","9","3344","1"
"15","10","1","9","3326","1"
"40","30","1","9","3495","1"
"20","15","1","9","3334","1"
"25","20","1","9","3521","1"
"30","20","1","9","3514","1"
"40","30","1","9","3306","1"
"55","40","1","9","3306","1"
"30","20","1","9","3519","1"
"30","20","1","9","3455","4"
"15","10","1","9","3473","1"
"30","20","1","9","3512","3"
"0","0","1","9","3526","3"
"9","23","1","9","3522","1"
"40","30","1","9","3517","1"
"40","30","1","9","3528","1"
"40","30","1","9","3528","1"
"30","20","1","9","3528","1"
"25","20","1","9","3518","1"
"30","20","1","9","3527","4"
"30","20","1","9","3524","1"
"30","20","1","9","3529","1"
"20","22","1","9","3516","1"
"60","40","1","9","3499","2"
"40","30","0","9","3499","2"
"22","15","1","9","3486","1"
"50","40","1","9","3490","1"
"30","20","1","9","3488","2"
"60","35","1","9","3530","1"
"38","30","1","9","3531","3"
"30","20","1","9","3476","2"
