"assignment_id","job_type"
"27586","1"
"27585","1"
"27584","1"
"27583","1"
"27582","1"
"27581","1"
"27580","1"
"27579","1"
"27578","1"
"27577","1"
"27576","1"
"27575","1"
"27574","1"
"27573","1"
"27572","1"
"27571","1"
"27570","1"
"27569","1"
"27568","1"
"27567","1"
"27566","1"
"27565","1"
"27564","1"
"27563","1"
"27562","1"
"27561","1"
"27560","1"
"27559","1"
"27558","1"
"27557","1"
"27556","1"
"27555","1"
"27554","1"
"27553","1"
"27552","1"
"27551","1"
"27550","1"
"27549","1"
"27548","1"
"27547","1"
"27546","1"
"27545","1"
"27544","1"
"27543","1"
"27542","1"
"27541","1"
"27540","1"
"27539","1"
"27538","1"
"27537","1"
"27536","1"
"27535","1"
"27534","1"
"27533","1"
"27532","1"
"27531","1"
"27530","1"
"27528","1"
"27527","1"
"27526","1"
"27525","1"
"27524","1"
"27523","1"
"27522","1"
"27521","1"
"27520","1"
"27519","1"
"27518","1"
"27517","1"
"27516","1"
"27515","1"
"27514","1"
"27513","1"
"27512","1"
"27511","1,11"
"27510","1"
"27509","1"
"27508","1"
"27507","1"
"27506","1"
"27505","1"
"27504","1"
"27503","1"
"27502","1"
"27501","1"
"27500","1"
"27499","1"
"27498","1"
"27497","1"
"27496","1"
"27495","1"
"27494","1"
"27492","1"
"27491","1"
"27490","1"
"27489","1"
"27488","1"
"27487","1"
"27486","1"
"27485","1"
"27484","1"
"27483","1"
"27482","1"
"27481","1"
"27480","1"
"27479","1"
"27478","1"
"27477","1"
"27476","1"
"27475","1"
"27474","1"
"27473","1"
"27472","1"
"27471","1"
"27470","1"
"27469","1"
"27468","1"
"27467","1"
"27466","1"
"27465","1"
"27464","1"
"27463","1"
"27462","1"
"27461","1"
"27460","1"
"27459","3"
"27458","1"
"27457","7"
"27456","1"
"26919","1"
"26852","1"
"26845","1"
"26844","1"
"26795","1"
"26758","1"
"26697","1"
"26528","1"
"26497","1"
"23790","1"
"23764","1"
"23592","11"
"23546","1"
"23540","1"
"23519","1"
"23513","1"
"23512","1"
"23496","1"
"23450","1"
"23429","1"
"23388","1"
"23382","1"
"23351","1"
"23345","1"
"23339","1"
"23313","1"
"23312","1"
"23306","1"
"23305","1"
"23279","1"
"22198","1"
"22189","1"
"22180","1"
"22175","1"
"22166","1"
"22157","1"
"22128","1"
"22095","1"
"22082","1"
"22077","1"
"22008","1"
"21979","1,11"
"21938","1"
"21925","1"
"21912","1"
"21911","1"
"21906","1"
"21901","1"
"21897","1"
"21893","1"
"21892","1"
"21888","1"
"21884","1"
"21798","1"
"21707","3"
"21400","1"
"21351","1"
"21335","1"
"21301","1"
"21192","1"
"21161","1"
"21154","3"
"21108","1"
"20993","1"
"20953","1"
"20946","1"
"20867","1"
"20812","1"
"20808","1"
"20801","1"
"20794","1"
"20787","1"
"20780","1"
"20770","3"
"20766","1"
"20762","1"
"20758","1"
"20751","1"
"20744","1"
"20737","1"
"20730","1"
"20723","1"
"20716","1"
"20709","1"
"20702","1"
"20689","1"
"20685","1"
"20675","1"
"20668","1"
"20661","1"
"20651","1"
"20638","1"
"20637","1"
"20630","1"
"20623","1"
"20610","1"
"20609","1"
"20599","1"
"20598","1"
"20591","1"
"20584","1"
"20579","1"
"20575","1"
"20568","1"
"20555","1"
"20541","1"
"20534","1"
"20527","1"
"20514","1"
"20510","1"
"20467","1"
"20421","1"
"20414","1"
"20407","1"
"20400","1"
"20393","1"
"20380","1"
"20370","1"
"20363","1"
"20356","1"
"20349","1"
"20342","1"
"20335","1"
"20316","1"
"20309","1"
"20305","1"
"20295","1"
"20285","1"
"20224","1"
"20217","1"
"20207","1"
"20134","1"
"20043","1"
"19990","1"
"19983","1"
"19973","1"
"19954","1"
"19941","1"
"19931","1"
"19921","1"
"19913","1"
"19908","1"
"19899","1"
"19886","1"
"19877","1"
"19868","1"
"19855","1"
"19822","1"
"19809","1"
"17404","1"
"17375","1"
"17362","1"
"17341","1"
"17328","1"
"17315","1"
"17306","1"
"17289","1"
"17272","1,11"
"17263","1"
"17246","1"
"17221","1"
"17208","1"
"17187","1,11"
"17170","1,11"
"17157","1,11"
"17140","1"
"16991","1"
"16898","1"
"16893","3"
"16848","1"
"16835","1"
"16822","1"
"16821","1,8"
"16772","1"
"16755","1"
"16750","1"
"16729","1"
"16720","1"
"16711","1"
"16698","1"
"16677","1"
"16664","1"
"16643","1"
"16614","1"
"16605","1"
"16496","1"
"16411","1"
"16374","1"
"16361","1"
"16136","1"
"16119","1"
"16110","1"
"16097","1"
"16092","1"
"16083","1"
"16078","1"
"16065","1"
"16056","1"
"16039","1"
"16030","1"
"16017","1"
"16004","1"
"15995","1"
"15986","1"
"15977","1"
"15972","1"
"15959","1"
"15950","1"
"15945","1"
"15932","1"
"15899","1"
"15886","1"
"15873","1"
"15860","1"
"15851","1"
"15842","1"
"15829","1"
"15820","1"
"15819","1"
"15806","1"
"15793","1"
"15780","1"
"15763","1"
"15754","1"
"15749","1"
"15740","1"
"15671","1"
"15658","1"
"15651","1"
"15641","1"
"15634","1"
"15627","1"
"15620","1"
"15610","1"
"15582","1"
"15575","1"
"15565","1"
"15555","1"
"15545","1"
"15535","1"
"15495","1"
"15446","1"
"15436","1"
"15429","1"
"15422","1"
"15415","1"
"15408","1"
"15407","1"
"15400","1"
"15390","1"
"15389","1"
"15382","1"
"15372","1"
"15353","1"
"15340","1"
"15324","1"
"15317","1"
"15307","1"
"15300","1"
"15293","1"
"15280","1"
"15270","1"
"15260","1"
"15253","1"
"15243","1"
"15236","1"
"15232","1"
"15225","1"
"15218","1"
"15208","1"
"15198","1"
"15191","1"
"15172","1"
"15162","1"
"15155","1"
"15151","1"
"15144","1"
"15140","1"
"15133","1"
"15126","1"
"15125","1"
"15115","1"
"15114","1"
"15107","1"
"15103","1"
"15099","1"
"15086","1"
"15067","1"
"15057","1"
"15007","1"
"14988","1"
"14939","1"
"14920","1"
"14916","1"
"14906","1"
"14902","1"
"14895","1"
"14894","1"
"14887","1"
"14880","1"
"14873","1"
"14866","1"
"14862","1"
"14861","1"
"14854","1"
"14847","1"
"14843","1"
"14839","1"
"14829","1"
"14819","1"
"14812","1"
"14802","1"
"14786","1"
"14779","1"
"14769","1"
"14762","1"
"14755","1"
"14745","1"
"14735","1"
"14731","1"
"14727","1"
"14711","1"
"14707","1"
"14688","1"
"14672","1"
"14665","1"
"14642","1"
"14629","1"
"14622","1"
"14609","1"
"14599","1"
"14583","1"
"14582","1"
"14578","1"
"14568","1"
"14561","1"
"14554","1"
"14553","1"
"14546","1"
"14533","1"
"14532","1,11"
"14525","1"
"14518","1"
"14514","1"
"14507","1"
"14506","1"
"14499","1"
"14495","1"
"14491","1"
"14472","1"
"14465","1"
"14458","1"
"14448","1"
"14419","1"
"14412","1"
"14405","1"
"14398","1"
"14391","1"
"14375","1"
"14359","1"
"14340","1"
"14333","1"
"14323","1"
"14259","1"
"14252","1"
"14239","1"
"12405","1,11"
"12395","1"
"12385","1"
"12372","1"
"12362","1"
"12355","1"
"12345","1"
"12335","1"
"12325","1"
"12318","1"
"12308","1"
"12298","1"
"12279","1,11"
"12278","1"
"12264","1"
"12260","1"
"12256","1"
"12249","1"
"12242","1"
"12163","1"
"12156","1"
"12149","1"
"12139","1"
"12129","1"
"12122","1"
"12112","1"
"12099","1"
"12083","1"
"12067","1"
"12057","1"
"12044","1"
"12034","1"
"12021","1"
"12011","1"
"12004","1"
"11991","1"
"11978","1"
"11971","1"
"11958","1"
"11927","1"
"11920","1"
"11907","1"
"11897","1"
"11893","1"
"11886","1,11"
"11882","1"
"11878","1"
"11868","1"
"11867","1"
"11860","1"
"11859","1"
"11852","1"
"11848","1"
"11844","1"
"11834","1"
"11830","1"
"11823","1"
"11819","1"
"11812","1"
"11802","1"
"11792","1"
"11764","1"
"11751","1"
"11714","1"
"11698","1"
"11694","1,11"
"11690","1"
"11680","1"
"11679","1"
"11669","1"
"11659","1,8"
"11655","1"
"11648","1"
"11644","1"
"11637","1"
"11636","1"
"11626","1"
"11616","1"
"11597","1,11"
"11583","1"
"11573","1"
"11569","1"
"11562","1"
"11558","1"
"11548","1"
"11541","1"
"11534","1"
"11518","1"
"11403","1"
"11393","1"
"11386","1"
"11379","1"
"11369","1"
"11362","1"
"11358","1"
"11354","1"
"11350","1"
"11346","1"
"11339","1"
"11332","1"
"11325","1"
"11318","1"
"11314","1"
"11307","1"
"11303","1"
"11296","1"
"11289","1"
"11282","1"
"11278","1"
"11274","1"
"11270","1"
"11266","1"
"11262","1"
"11254","1"
"11247","1"
"11246","1"
"11239","1"
"11232","1"
"11231","1"
"11221","2"
"11208","1"
"11201","1"
"11191","1"
"11184","1"
"11177","1"
"11170","1"
"11166","1"
"11162","1"
"11155","1"
"11148","1"
"11144","1"
"11140","1"
"11133","1"
"11129","1"
"11122","1"
"11115","1"
"11093","1"
"11086","1"
"11067","1"
"11060","1"
"11059","1"
"11055","1"
"11051","1"
"11047","1"
"11043","1"
"11042","1"
"11023","1"
"11016","1"
"11009","1"
"10999","1"
"10989","1"
"10982","1"
"10974","1"
"10970","1"
"10966","1"
"10959","1"
"10955","1"
"10948","1"
"10947","1"
"10934","1"
"10933","1"
"10929","1"
"10924","1"
"10920","1"
"10916","1"
"10915","1"
"10911","1"
"10904","1"
"10900","1"
"10893","1"
"10889","1"
"10885","1"
"10881","1"
"10874","1"
"10867","1"
"10863","1"
"10859","1"
"10855","1"
"10848","1"
"10844","1"
"10840","1"
"10833","1"
"10829","1"
"10822","1"
"10818","1"
"10811","1"
"10807","1"
"10797","1"
"10789","1"
"10779","1"
"10778","1"
"10771","1"
"10761","1"
"10760","1"
"10753","1"
"10749","1"
"10745","1"
"10722","1"
"10715","1"
"10705","1"
"10701","1"
"10694","1"
"10687","1"
"10680","1"
"10670","1"
"10660","1"
"10653","1"
"10652","1"
"10645","1"
"10644","1"
"10637","1"
"10636","1"
"10629","1"
"10625","1"
"10618","1"
"10611","1"
"10607","1,11"
"10600","1"
"10593","1"
"10583","1"
"10579","1"
"10575","1"
"10571","1"
"10567","1"
"10566","1"
"10565","1"
"10564","1"
"10563","1"
"10558","1"
"10551","1"
"10548","1,8"
"10543","1"
"10536","1"
"10531","1"
"10526","1"
"10521","1"
"10516","1"
"10511","1"
"10486","1"
"10481","1"
"10476","1"
"10475","1"
"10470","1"
"10465","1"
"10462","1"
"10459","1"
"10454","1"
"10449","1"
"10446","1"
"10441","1"
"10434","1"
"10433","1"
"10430","1"
"10425","1"
"10420","1"
"10411","1"
"10401","1"
"10397","1"
"10394","1"
"10383","1"
"10382","1"
"10380","1"
"10376","1"
"10374","1"
"10368","1"
"10366","1"
"10361","1"
"10355","1"
"10353","1"
"10350","1"
"10349","1"
"10346","1"
"10344","1"
"10342","1"
"10337","1"
"10335","1"
"10330","1"
"10327","1"
"10325","1"
"10321","1"
"10318","1"
"10317","1"
"10314","1"
"10310","1"
"10309","1"
"10306","1,11"
"10303","1"
"10301","1"
"10300","1"
"10297","1"
"10296","1"
"10292","1"
"10291","1"
"10288","1"
"10286","1"
"10283","1"
"10280","1"
"10277","1"
"10273","1"
"10269","1"
"10265","1"
"10258","1"
"10255","1"
"10254","1"
"10250","1"
"10249","1"
"10245","1"
"10237","1"
"10233","1"
"10232","1"
"10230","1"
"10228","1"
"10225","1"
"10223","1"
"10221","1"
"10219","1"
"10217","1"
"10216","1"
"10214","1"
"10212","1"
"10210","1"
"10207","1"
"10204","1"
"10201","1"
"10198","1"
"10196","1"
"10193","1"
"10190","1"
"10188","1"
"10185","1"
"10183","1"
"10180","1"
"10178","1"
"10175","1"
"10172","1"
"10170","1"
"10168","1"
"10166","1"
"10165","1"
"10163","1"
"10161","1"
"10159","1"
"10157","1"
"10155","1"
"10154","1"
"10151","1"
"10150","1"
"10147","1"
"10146","1"
"10143","1"
"10139","1"
"10135","1"
"10133","1"
"10130","1"
"10126","1"
"10122","1"
"10119","1"
"10116","1"
"10113","1"
"10110","1"
"10106","1"
"10005","1"
"9444","1"
"9442","1"
"9440","1"
"9436","1"
"9433","1"
"9430","1"
"9424","1"
"9422","1"
"9418","1"
"9417","1"
"9415","1"
"9412","1"
"9411","1"
"9408","1"
"9407","1"
"9404","1"
"9403","1"
"9401","1"
"9398","1"
"9397","1"
"9396","1"
"9393","1"
"9392","1"
"9389","1"
"9388","1"
"9383","1"
"9382","1"
"9379","1"
"9378","1"
"9376","1"
"9374","1"
"9372","1"
"9369","1"
"9365","1"
"9363","1"
"9359","1"
"9355","1"
"9354","1"
"9353","1"
"9352","1"
"9351","1"
"9350","1"
"9349","1"
"9348","1"
"9347","1"
"9346","1"
"9345","1"
"9344","1"
"9343","1"
"9342","1"
"9341","1"
"9340","1"
"9339","1"
"9338","1"
"9337","1"
"9336","1"
"9335","1"
"9334","1"
"9333","1"
"9332","1"
"9331","1"
"9330","1"
"9329","1"
"9328","1"
"9327","1"
"9326","1"
"9325","1"
"9324","1"
"9323","1"
"9321","1"
"9320","1"
"9319","1"
"9318","1"
"9317","1"
"9316","1"
"9315","1"
"9314","1"
"9313","1"
"9312","1"
"9311","1"
"9310","1"
"9309","1"
"9308","1"
"9307","1"
"9306","1"
"9305","1"
"9304","1"
"9303","1"
"9302","1"
"9301","1"
"9300","1"
"9299","1"
"9298","1"
"9297","1"
"9296","1"
"9295","1"
"9294","1"
"9293","1"
"9292","1"
"9291","1"
"9290","1"
"9289","1"
"9288","1"
"9287","1"
"9286","1"
"9285","1"
"9284","1"
"9282","1"
"9281","1"
"9280","1"
"9279","1"
"9278","1"
"9277","1"
"9276","1"
"9275","1"
"9274","1"
"9272","1"
"9271","1"
"9270","1"
"9269","1"
"9268","1"
"9267","1"
"9266","1"
"9265","1"
"9264","1"
"9263","1"
"9262","1"
"9261","1"
"9260","1"
"9259","1"
"9258","1"
"9257","1"
"9256","1"
"9255","1"
"9254","1"
"9253","1"
"9252","1"
"9251","1"
"9250","1"
"9249","1"
"9248","1"
"9247","1"
"9246","1"
"9245","1"
"9244","1"
"9243","1"
"9242","1"
"9241","1"
"9240","1"
"9239","1"
"9238","1"
"9237","1"
"9236","1"
"9235","1"
"9234","1"
"9233","1"
"9232","1"
"9231","1"
"9230","1"
"9229","1"
"9228","1"
"9227","1"
"9226","1"
"9225","1"
"9224","1"
"9223","1"
"9222","1"
"9221","1"
"9220","1"
"9219","1"
"9218","1"
"9217","1"
"9216","1"
"9215","1"
"9214","1"
"9213","1"
"9212","1"
"9211","1"
"9210","1"
"9209","1"
"9208","1"
"9207","1"
"9206","1"
"9205","1"
"9204","1"
"9203","1"
"9202","1"
"9201","1"
"9200","1"
"9199","1"
"9198","1"
"9197","1"
"9196","1"
"9195","1"
"9194","1"
"9193","1"
"9192","1"
"9191","1"
"9190","1"
"9189","1"
"9188","1"
"9187","1"
"9186","1"
"9185","1"
"9184","1"
"9183","1"
"9182","1"
"9181","1"
"9180","1"
"9179","1"
"9178","1"
"9177","1"
"9176","1"
"9175","1"
"9174","1"
"9173","1"
"9172","1"
"9171","1,11"
"9170","1"
"9169","1"
"9168","1"
"9165","1"
"9164","1"
"9163","1"
"9162","1"
"9161","1"
"9160","1"
"9159","1"
"9158","1"
"9156","1"
"9155","1"
"9154","1"
"9153","1"
"9152","1"
"9151","1"
"9150","1"
"9149","1"
"9148","1"
"9147","1"
"9146","1"
"9145","1"
"9144","1"
"9143","1"
"9142","1"
"9141","1"
"9140","1"
"9139","1"
"9138","1"
"9137","1"
"9136","1"
"9135","1"
"9134","1"
"9133","1"
"9132","1"
"9131","1"
"9130","1"
"9129","1"
"9128","1"
"9127","1"
"9126","1"
"9125","1"
"9124","1"
"9123","1"
"9122","1"
"9121","1"
"9120","1"
"9119","1"
"9118","1"
"9117","1"
"9116","1"
"9115","1"
"9114","1"
"9113","1"
"9112","1"
"9111","1"
"9110","1"
"9109","1"
"9108","1"
"9107","1,11"
"9106","1"
"9105","1"
"9104","1"
"9103","1"
"9102","1"
"9101","1"
"9100","1"
"9099","1"
"9098","1"
"9097","1"
"9096","1"
"9095","1"
"9094","1"
"9093","1"
"9092","1"
"9091","1"
"9090","1"
"9089","1"
"9088","1"
"9087","1"
"9086","1"
"9085","1"
"9084","1"
"9083","1"
"9082","1"
"9081","1"
"9080","1"
"9079","1"
"9078","1"
"9077","1"
"9076","1"
"9075","1"
"9074","1"
"9073","1"
"9072","1"
"9071","1"
"9070","1"
"9069","1"
"9068","1"
"9067","1"
"9066","1"
"9065","1"
"9064","1"
"9063","1"
"9062","1"
"9061","1"
"9060","1"
"9059","1"
"9058","1"
"9057","2"
"9056","1"
"9055","1"
"9054","1"
"9053","1"
"9052","1"
"9051","1,11"
"9050","1"
"9049","1"
"9048","1"
"9047","1"
"9046","1"
"9045","1"
"9044","1"
"9043","1"
"9042","1"
"9041","1"
"9040","1"
"9039","1"
"9038","1"
"9037","1"
"9036","1"
"9035","1"
"9034","1"
"9033","1"
"9032","1"
"9031","1"
"9030","1"
"9029","1"
"9028","1"
"9027","1,11"
"9026","1"
"9025","1"
"9024","1"
"9023","1"
"9022","1"
"9020","1"
"9019","1"
"9018","1"
"9017","1"
"9016","1"
"9015","1"
"9014","1"
"9013","1"
"9012","1"
"9011","1"
"9010","1"
"9009","1"
"9008","1"
"9007","1"
"9006","1"
"9005","1"
"9004","1"
"9003","1"
"9002","1"
"9001","1"
"9000","1"
"8999","1"
"8998","1"
"8997","1"
"8996","1"
"8995","1"
"8994","1"
"8993","1"
"8992","1"
"8991","1"
"8990","1"
"8989","1"
"8988","1"
"8987","1"
"8986","1"
"8985","1,11"
"8984","1"
"8983","1"
"8982","1"
"8981","1"
"8980","1"
"8979","1"
"8978","1"
"8977","1"
"8976","1"
"8975","1"
"8974","1"
"8973","1"
"8971","1"
"8970","2"
"8969","1"
"8968","1"
"8967","1"
"8966","1"
"8965","1,11"
"8964","1"
"8963","1"
"8962","1"
"8961","1"
"8960","1"
"8959","1"
"8958","1"
"8957","1"
"8956","1"
"8955","1"
"8954","1"
"8953","1"
"8952","1"
"8951","1"
"8950","1"
"8949","1"
"8948","1"
"8947","1"
"8946","11"
"8945","1"
"8943","1"
"8942","1"
"8941","1,11"
"8940","1"
"8939","1"
"8938","1"
"8937","1"
"8936","1"
"8935","1"
"8934","1"
"8933","1"
"8932","1"
"8931","1"
"8930","1"
"8929","1"
"8928","1"
"8927","1,11"
"8926","1"
"8925","1"
"8924","1"
"8923","1"
"8922","1"
"8921","1"
"8920","1"
"8919","1"
"8918","1"
"8917","1"
"8916","1"
"8915","1"
"8914","1"
"8913","1"
"8912","1"
"8911","1"
"8910","1"
"8909","1"
"8908","1"
"8907","1"
"8906","1"
"8905","1"
"8904","1"
"8903","1"
"8902","1"
"8901","1"
"8900","1"
"8899","1"
"8898","1"
"8897","1"
"8896","1"
"8895","1"
"8894","1"
"8893","1"
"8892","1"
"8891","1"
"8890","1"
"8889","1"
"8888","11"
"8887","1,8"
"8886","1"
"8885","1"
"8884","2"
"8882","1"
"8881","1"
"8880","1"
"8879","11"
"8878","1"
"8877","8"
"8876","11"
"8875","1"
"8874","1"
"8873","1"
"8872","1"
"8871","7"
"8870","1"
"8869","11"
"8868","1"
"8867","1"
"8866","1"
"8865","2"
"8864","1"
"8863","11"
"8862","3"
"8861","3"
"8860","1"
"8859","1"
"8858","1"
"8857","7"
"8856","1"
"8855","1"
"8854","3"
"8853","2"
"8852","1"
"8851","1"
"8850","1"
"8849","1"
"8848","7"
"8847","1"
"8846","2"
"8845","2"
"8844","1"
"8843","2"
"8842","2"
"8841","1"
"8840","1"
"8839","1"
"8838","1"
"8837","1"
"8836","1"
"8835","1"
"8834","1,11"
"8833","2"
"8832","1"
"8831","1"
"8830","11"
"8829","1"
"8828","1,11"
"8827","1"
"8826","1,11"
"8825","1"
"8824","1"
"8823","7"
"8822","2"
"8821","1"
"8820","1"
"8819","1"
"8818","1"
"8817","1"
"8816","2"
"8815","1"
"8814","1"
"8813","1"
"8812","11"
"8811","2"
"8810","2"
"8809","1"
"8808","1"
"8807","7"
"8806","1"
"8805","2"
"8804","1"
"8803","2"
"8802","1"
"8801","2"
"8800","1"
"8799","2"
"8798","2,7"
"8797","2"
"8796","2"
"8795","11"
"8794","3"
"8793","1"
"8792","1"
"8791","1"
"8790","2"
"8789","2"
"8788","1"
"8787","1"
"8786","1,11"
"8785","1"
"8784","1"
"8782","1"
"8781","1"
"8780","1"
"8779","1"
"8778","11"
"8777","2"
"8776","2"
"8775","11"
"8774","2"
"8773","1"
"8772","1"
"8771","11"
"8770","1"
"8769","1"
"8768","8"
"8767","1"
"8766","1"
"8765","1"
"8764","3"
"8763","1"
"8762","2"
"8761","3"
"8760","1"
"8759","1"
"8758","1,11"
"8756","1"
"8755","1"
"8754","1"
"8753","2"
"8752","1"
"8751","2"
"8750","3"
"8749","1"
"8748","1"
"8747","1"
"8746","1"
"8745","1"
"8744","1"
"8743","1"
"8742","1"
"8741","1"
"8740","1"
"8739","1"
"8738","1"
"8737","3"
"8736","1"
"8735","1"
"8733","1"
"8731","1"
"8730","1"
"8729","1"
"8728","1"
"8727","1"
"8726","1"
"8725","2"
"8724","1"
"8723","1"
"8722","1"
"8721","7"
"8720","1"
"8719","1"
"8718","2"
"8717","1"
"8716","1"
"8715","2"
"8714","1,11"
"8713","2"
"8712","1"
"8711","2"
"8710","1"
"8709","2"
"8708","1"
"8707","1"
"8706","2"
"8705","3"
"8704","2"
"8703","1"
"8702","8"
"8700","1"
"8699","1"
"8698","1"
"8697","2"
"8696","2"
"8695","1"
"8694","2"
"8693","1"
"8692","1"
"8691","2"
"8690","2"
"8689","1"
"8688","1"
"8687","1"
"8686","4"
"8685","1"
"8684","1"
"8683","7"
"8682","1"
"8681","2"
"8680","4"
"8679","1"
"8678","1"
"8677","1"
"8676","1"
"8675","1"
"8674","1"
"8673","11"
"8672","1"
"8671","2"
"8670","1"
"8668","2"
"8667","1"
"8666","1"
"8665","1"
"8664","1"
"8663","1"
"8662","1"
"8661","2"
"8660","1"
"8659","1"
"8658","3"
"8657","1"
"8656","2"
"8655","12"
"8654","1"
"8653","1"
"8652","1"
"8651","1"
"8650","2"
"8649","1"
"8648","1"
"8647","1"
"8646","3"
"8645","1"
"8644","1"
"8643","1"
"8642","1"
"8641","1"
"8640","1"
"8639","1"
"8638","1"
"8637","1"
"8636","11"
"8635","1"
"8634","1"
"8633","1"
"8632","1"
"8631","1"
"8630","1"
"8629","1"
"8628","2"
"8627","1"
"8626","7"
"8625","1"
"8624","1"
"8623","1"
"8622","1"
"8621","1"
"8620","1"
"8619","1"
"8618","1"
"8617","1"
"8616","1"
"8615","1"
"8614","1"
"8613","2"
"8612","1"
"8611","1"
"8610","1"
"8609","1"
"8608","1"
"8607","11"
"8606","1"
"8605","1"
"8604","1"
"8603","1"
"8602","1"
"8601","1"
"8600","1"
"8599","3"
"8598","1"
"8597","1"
"8596","1"
"8595","1"
"8594","2"
"8593","1"
"8592","11"
"8591","1"
"8590","1"
"8589","2"
"8588","1"
"8587","1"
"8586","2"
"8585","1"
"8584","1"
"8583","1"
"8582","1"
"8581","3"
"8580","1"
"8579","1,11"
"8578","1"
"8577","3"
"8576","1"
"8575","1,11"
"8574","1"
"8573","11"
"8572","1"
"8571","1"
"8570","3"
"8569","2"
"8568","1"
"8567","1"
"8566","1"
"8565","1"
"8564","2"
"8563","7"
"8562","7"
"8561","1"
"8560","1,8"
"8559","1,8"
"8558","1"
"8557","1"
"8556","2"
"8555","1"
"8554","2"
"8553","2"
"8552","2"
"8551","2"
"8550","1"
"8549","1"
"8548","1"
"8547","11"
"8546","1"
"8545","8"
"8544","1"
"8543","1"
"8542","1"
"8541","1"
"8540","2"
"8539","2"
"8538","1"
"8537","1"
"8536","1,8,11"
"8535","1"
"8534","1"
"8533","2"
"8532","1"
"8531","2"
"8530","2"
"8529","1"
"8528","2"
"8527","1"
"8526","1"
"8525","1"
"8524","1"
"8523","1"
"8522","1"
"8521","2"
"8520","2"
"8519","1"
"8518","2"
"8517","1"
"8516","1,11"
"8515","1"
"8514","1"
"8513","4"
"8512","1"
"8511","1"
"8510","1"
"8509","3"
"8508","1"
"8507","1"
"8506","1"
"8505","2"
"8504","1,11"
"8503","1"
"8502","1"
"8501","2"
"8500","2"
"8499","1,11"
"8498","1,8"
"8497","1"
"8496","1"
"8495","1"
"8493","2"
"8492","1"
"8491","1"
"8490","7"
"8489","2,7"
"8487","3"
"8486","3"
"8485","1,8"
"8484","1"
"8483","1"
"8482","1"
"8481","1"
"8480","3"
"8479","3"
"8478","1"
"8477","1"
"8476","1"
"8475","1"
"8474","1"
"8473","2"
"8472","2"
"8471","2"
"8470","1"
"8469","2"
"8468","1"
"8467","2"
"8466","2"
"8465","3"
"8464","7"
"8463","1"
"8462","1"
"8461","1"
"8460","2"
"8459","1"
"8458","2"
"8457","1"
"8456","2"
"8455","2"
"8454","2"
"8453","1"
"8452","2"
"8451","1"
"8450","2"
"8449","7"
"8448","3"
"8447","2"
"8445","1"
"8444","1"
"8443","1"
"8442","11"
"8441","1"
"8440","1"
"8439","1"
"8438","1"
"8437","1"
"8436","2"
"8435","1,11"
"8434","2"
"8433","2"
"8432","1"
"8431","2"
"8430","1"
"8429","1"
"8428","1"
"8427","1"
"8426","2"
"8425","2"
"8424","1,11"
"8423","1,11"
"8422","2"
"8421","1"
"8420","1"
"8419","2"
"8418","2"
"8417","1,11"
"8416","2"
"8415","1"
"8414","4"
"8413","2"
"8412","1"
"8411","2"
"8410","2"
"8409","1"
"8408","1"
"8407","1"
"8406","2"
"8405","1"
"8404","1"
"8403","1"
"8402","1"
"8401","1"
"8400","3"
"8399","1"
"8398","2"
"8397","1"
"8396","4"
"8395","2"
"8394","2"
"8393","1"
"8392","1"
"8391","1"
"8390","1"
"8389","1"
"8388","1"
"8387","3"
"8386","1"
"8385","2"
"8384","3"
"8383","2"
"8382","2"
"8381","1"
"8380","2"
"8379","2"
"8378","1"
"8377","2"
"8376","2"
"8375","1"
"8374","2"
"8373","1"
"8372","1,8"
"8371","1"
"8370","1"
"8369","2"
"8368","1"
"8367","1"
"8366","1"
"8365","1"
"8364","2"
"8363","1"
"8362","2"
"8361","2"
"8360","1"
"8359","1"
"8358","1"
"8357","1"
"8356","1,11"
"8355","2"
"8354","1"
"8353","1"
"8352","2"
"8351","1"
"8350","2"
"8349","2"
"8348","1"
"8347","1"
"8345","1,11"
"8344","1,11"
"8343","1"
"8341","1"
"8340","7"
"8339","1"
"8338","1"
"8337","1"
"8336","1"
"8335","1"
"8334","11"
"8333","2"
"8332","1,11"
"8331","1"
"8330","1"
"8329","1"
"8328","1"
"8327","1"
"8326","1,11"
"8325","7"
"8324","2"
"8323","2"
"8321","1"
"8320","1"
"8318","1"
"8317","1"
"8316","11"
"8315","2"
"8314","2"
"8313","2"
"8312","2"
"8311","3"
"8310","11"
"8309","1"
"8308","1"
"8307","1"
"8306","1"
"8305","1"
"8304","1"
"8303","1"
"8302","2"
"8300","2"
"8299","1"
"8298","1"
"8297","4"
"8296","3"
"8295","1"
"8294","2"
"8293","1"
"8292","1"
"8291","11"
"8290","1"
"8289","1"
"8288","1"
"8287","1"
"8286","1"
"8285","1"
"8284","1"
"8283","7"
"8281","1"
"8280","1"
"8279","1"
"8278","1,11"
"8277","1"
"8276","1"
"8275","1"
"8274","2"
"8273","1"
"8272","1"
"8271","1"
"8270","1"
"8269","2"
"8267","1"
"8266","1"
"8265","1"
"8264","1"
"8263","1"
"8262","1,11"
"8261","1"
"8259","1"
"8258","1"
"8257","2"
"8256","1"
"8255","11"
"8254","1"
"8253","1"
"8252","1"
"8251","3"
"8250","2"
"8249","1"
"8248","1"
"8247","1"
"8246","1"
"8245","1"
"8244","1"
"8243","1"
"8242","2"
"8241","1"
"8240","1"
