"id","billed_invoce","paid_date","paid_fees"
"30299","11020","2022-6-2","38.04"
"30314","11021","2022-5-13","52.33"
"30317","11025","2022-7-1","137.9"
"30323","11034","2022-5-13","33.26"
"30327","11033","2022-5-13","123.03"
"30328","11035","2022-5-13","40.32"
"30336","11057","2022-6-2","81"
"30361","11068","2022-6-20","124.92"
"30367","11075","2022-7-18","75.44"
"30371","11096","2022-7-22","108.12"
"30377","11077","2022-7-6","192.09"
"30385","11090","2022-5-24","30.56"
"30392","11092","2022-6-2","81"
"30398","11093","2022-6-30","24.6"
"30400","11104","2022-6-13","96.73"
"30403","11103","2022-6-20","47.7"
"30405","11102","2022-6-2","89.28"
"30408","11111","2022-6-2","99.22"
"30410","11110","2022-5-19","15"
"30412","11106","2022-6-20","26.42"
"30415","11112","2022-6-24","181.04"
"30425","11121 and 11122","2022-5-31","113.39"
"30426","11119","2022-6-23","37.5"
"30434","11124 and 11127","2022-5-16","50"
"30439","11150","2022-6-2","36"
"30440","11133 and 11134","2022-5-31","313.12"
"30461","11156","2022-6-2","139.5"
"30465","11184","2022-6-30","58.99"
"30473","11185",,"13"
"30480","11167","2022-7-6","157.27"
"30484","11166","2022-6-2","63.16"
"30488","11175","2022-6-23","97.73"
"30489","11173","2022-6-23","61.69"
"30509","11193","2022-6-6","27.96"
"30512","11194","2022-6-20","45.18"
"30517","11195","2022-7-21","78.07"
"30523","11204","2022-6-28","22.33"
"30527","11211","2022-6-28","448.19"
"30531","11206","2022-5-27","50"
"30534","11216","2022-7-11","92.45"
"30541","11207","2022-5-31","52.29"
"30543","11219","2022-7-27","10.85"
"30547","11224","2022-7-19","197.23"
"30548","11261","2022-6-23","134.77"
"30549","11222","2022-6-20","9.53"
"30550","11221","2022-7-11","17.01"
"30556","11226","2022-6-24","14.21"
"30562","11228","2022-7-18","67.9"
"30563","11318","2022-7-5","29.7"
"30567","11234","2022-6-23","18.59"
"30580","11231","2022-6-2","30"
"30586","11237","2022-7-11","33.01"
"30605","11262","2022-6-30","98.68"
"30607","11329","2022-7-11","155.91"
"30611","11260","2022-6-20","22.3"
"30617","11278","2022-6-15","27.31"
"30634","11264",,"105.28"
"30636","11281","2022-6-29","435.98"
"30658","11265","2022-6-5","48"
"30664","11311","2022-6-27","153.44"
"30668","11314","2022-7-14","51.2"
"30678","11324","2022-7-19","11.89"
"30681","11316","2022-7-11","21.57"
"30690","11224","2022-7-19","19.25"
"30695","11337","2022-6-30","106.2"
"30697","11332","2022-7-11","99.35"
"30701","11323","2022-7-21","87.89"
"30703","11344","2022-7-21","143.66"
"30709","11327","2022-6-20","84.21"
"30712","11331",,"206.1"
"30713","11333","2022-7-19","88.46"
"30719","11357","2022-6-21","8.76"
"30739","11367","2022-7-22","32.45"
"30740","11386","2022-6-29","24"
"30746","11366","2022-6-17","137.96"
"30751","11372","2022-6-30","192.24"
"30756","11389","2022-7-26","18.88"
"30757","11409","2022-7-5","92.45"
"30767","11506","2022-7-21","36"
"30773","11388","2022-6-28","92.45"
"30797","11428",,"238.1"
"30801","11412","2022-6-30","76.32"
"30809","11422","2022-7-19","19.25"
"30817","11333","2022-7-19","3.99"
"30822","11496","2022-7-11","4.75"
"30827","11433","2022-7-11","63.97"
"30841","11477","2022-6-24","292.13"
"30861","11460","2022-6-30","167.09"
"30862","11455","2022-6-13","50"
"30881","11509","2022-7-11","168.38"
"30886","11537","2022-7-11","71.91"
"30894","11518","2022-7-12","59.39"
"30896","11490","2022-6-24","358.79"
"30899","11495","2022-7-11","29.61"
"30903","11543","2022-6-30","10.79"
"30904","11488","2022-6-15","22"
"30905","11570","2022-6-30","36"
"30925","11549","2022-7-19","214.04"
"30926","11566","2022-7-21","658.83"
"30928","11583","2022-7-11","44"
"30937","11516","2022-6-17","22"
"30942","11550","2022-7-11","5.03"
"30945","11525",,"68.12"
"30950","11545","2022-7-15","59.56"
"30966","11555","2022-7-15","31.1"
"30968","11565","2022-6-30","36"
"30982","11575","2022-7-12","18.21"
"30983","11576","2022-7-15","19.9"
"31000","11569","2022-6-22","98"
"31001","11587","2022-7-20","135.52"
"31006","11612","2022-7-14","20.21"
"31008","11591","2022-7-18","127.08"
"31024","11741","2022-7-22","17.1"
"31031","11608","2022-7-15","17.94"
"31032","11614","2022-7-25","127.8"
"31033","11611","2022-7-22","90.02"
"31034","11642","2022-7-12","286.74"
"31035","11633","2022-7-12","57.87"
"31039","11620","2022-7-1","10.15"
"31040","11635","2022-7-22","59.8"
"31042","11632","2022-7-22","21.21"
"31043","11639","2022-7-22","18.98"
"31050","11609","2022-6-24","14"
"31052","11640","2022-7-15","16.97"
"31059","11645","2022-7-22","45.43"
"31064","11643","2022-7-18","37.8"
"31065","11636","2022-7-22","17.48"
"31068","11631","2022-7-21","22.24"
"31072","11621","2022-7-1","199.03"
"31084","11683","2022-7-22","31.46"
"31085","11663","2022-7-20","40.8"
"31088","11661","2022-7-22","25.91"
"31096","11660","2022-7-19","64.44"
"31099","11709","2022-7-22","39.23"
"31100","11703","2022-7-18","4.75"
"31101","11662","2022-7-18","117.01"
"31104","11686","2022-7-22","130.42"
"31105","11684","2022-7-15","21.81"
"31110","11687","2022-7-25","37.8"
"31125","11690","2022-7-11","143.64"
"31127","11701","2022-7-11","60.16"
"31134","11693","2022-7-18","31.47"
"31138","11765","2022-7-22","17.5"
"31139","11707","2022-7-20","56.76"
"31142","11727","2022-7-27","17.67"
"31144","11725","2022-7-22","147.66"
"31147","11704","2022-7-15","64.41"
"31155","11706","2022-7-15","56.75"
"31162","11772","2022-7-18","11.4"
"31165","11750","2022-7-21","46.41"
"31169","11728","2022-7-18","51.94"
"31184","11747","2022-7-22","19.21"
"31221","11775","2022-7-18","64.44"
"31225","11764","2022-7-7","14"
"31255","11804","2022-7-26","28.91"
"31268","11809","2022-7-25","66.15"
"31376","11899","2022-7-22","153.7"
"31396","11901","2022-7-19","30"
"31409","11903","2022-7-19","30"
"31496","11975","2022-8-27","130"
"31524","12020","2022-7-28","14"
