"assignment_id"	"tech_id"	"created_by"	"updated_by"	"start_date"	"end_date"
		"73"	"73"		
"410"	"7"	"73"	"73"	"2020-4-13 16:51:04"	"2020-4-13 17:51:16"
"478"	"4"	"73"	"73"	"2019-5-2 08:30:00"	"2019-5-2 09:30:00"
"484"	"6"	"73"	"73"	"2019-5-2 08:00:00"	"2019-5-2 09:00:00"
"485"	"28"	"73"	"73"	"2019-5-2 10:00:00"	"2019-5-2 11:00:00"
"488"	"28"	"73"	"73"	"2019-5-2 19:00:00"	"2019-5-2 20:00:00"
"489"	"7"	"73"	"73"	"2019-5-2 20:00:00"	"2019-5-2 21:00:00"
"491"	"6"	"73"	"73"	"2019-5-13 09:30:00"	"2019-5-13 10:30:00"
"495"	"28"	"73"	"73"	"2019-5-3 17:00:00"	"2019-5-3 18:00:00"
"496"	"15"	"73"	"73"	"2019-5-4 12:30:00"	"2019-5-4 13:30:00"
"497"	"28"	"73"	"73"	"2019-5-5 08:00:00"	"2019-5-5 09:00:00"
"498"	"28"	"73"	"73"	"2019-5-6 10:00:00"	"2019-5-6 11:00:00"
"499"	"4"	"73"	"73"	"2019-5-6 11:00:00"	"2019-5-6 12:00:00"
"500"	"28"	"73"	"73"	"2019-5-7 14:00:00"	"2019-5-7 15:00:00"
"501"	"7"	"73"	"73"	"2019-5-6 14:00:00"	"2019-5-6 15:00:00"
"502"	"28"	"73"	"73"	"2019-5-6 17:00:00"	"2019-5-6 18:00:00"
"503"	"4"	"73"	"73"	"2019-5-17 13:30:00"	"2019-5-17 14:30:00"
"504"	"7"	"73"	"73"	"2019-5-6 14:30:00"	"2019-5-6 15:30:00"
"505"	"28"	"73"	"73"	"2019-5-6 14:00:00"	"2019-5-6 15:00:00"
"506"	"7"	"73"	"73"	"2019-5-6 14:00:00"	"2019-5-6 15:00:00"
"507"	"28"	"73"	"73"	"2019-5-6 18:00:00"	"2019-5-6 19:00:00"
"508"	"28"	"73"	"73"	"2019-5-7 17:00:00"	"2019-5-7 18:00:00"
"509"	"6"	"73"	"73"	"2019-5-6 19:00:00"	"2019-5-6 20:00:00"
"510"	"7"	"73"	"73"	"2019-5-7 08:00:00"	"2019-5-7 09:00:00"
"511"	"7"	"73"	"73"	"2019-5-7 10:00:00"	"2019-5-7 11:00:00"
"512"	"7"	"73"	"73"	"2019-5-7 16:30:00"	"2019-5-7 17:30:00"
"513"	"28"	"73"	"73"	"2019-5-7 11:00:00"	"2019-5-7 12:00:00"
"514"	"6"	"73"	"73"	"2019-5-7 14:00:00"	"2019-5-7 15:00:00"
"515"	"7"	"73"	"73"	"2019-5-7 17:00:00"	"2019-5-7 18:00:00"
"516"	"4"	"73"	"73"	"2019-5-7 17:00:00"	"2019-5-7 18:00:00"
"517"	"7"	"73"	"73"	"2019-5-7 14:15:00"	"2019-5-7 15:15:00"
"518"	"15"	"73"	"73"	"2019-5-8 08:00:00"	"2019-5-8 09:00:00"
"519"	"28"	"73"	"73"	"2019-5-7 18:00:00"	"2019-5-7 19:00:00"
"520"	"15"	"73"	"73"	"2019-5-7 19:00:00"	"2019-5-7 20:00:00"
"521"	"4"	"73"	"73"	"2019-5-8 16:31:00"	"2019-5-8 17:31:00"
"522"	"15"	"73"	"73"	"2019-5-8 11:30:00"	"2019-5-8 12:30:00"
"524"	"15"	"73"	"73"	"2019-5-8 15:00:00"	"2019-5-8 16:00:00"
"525"	"4"	"73"	"73"	"2019-5-8 15:00:00"	"2019-5-8 16:00:00"
"526"	"6"	"73"	"73"	"2019-5-9 14:00:00"	"2019-5-9 15:00:00"
"527"	"15"	"73"	"73"	"2019-5-8 17:30:00"	"2019-5-8 18:30:00"
"528"	"6"	"73"	"73"	"2019-5-8 17:00:00"	"2019-5-8 18:00:00"
"529"	"4"	"73"	"73"	"2019-5-9 10:00:00"	"2019-5-9 11:00:00"
"530"	"15"	"73"	"73"	"2019-5-9 08:30:00"	"2019-5-9 09:30:00"
"532"	"15"	"73"	"73"	"2019-5-13 09:30:00"	"2019-5-13 10:30:00"
"533"	"15"	"73"	"73"	"2019-5-10 16:15:00"	"2019-5-10 17:15:00"
"534"	"15"	"73"	"73"	"2019-5-9 17:00:00"	"2019-5-9 18:00:00"
"535"	"28"	"73"	"73"	"2019-5-10 11:30:00"	"2019-5-10 12:30:00"
"537"	"15"	"73"	"73"	"2019-5-10 14:00:00"	"2019-5-10 15:00:00"
"538"	"28"	"73"	"73"	"2019-5-11 10:00:00"	"2019-5-11 11:00:00"
"539"	"28"	"73"	"73"	"2019-5-10 17:00:00"	"2019-5-10 18:00:00"
"540"	"15"	"73"	"73"	"2019-5-11 15:00:00"	"2019-5-11 15:30:00"
"541"	"15"	"73"	"73"	"2019-5-11 17:00:00"	"2019-5-11 17:30:00"
"544"	"6"	"73"	"73"	"2019-5-13 10:30:00"	"2019-5-13 11:30:00"
"546"	"28"	"73"	"73"	"2019-5-13 14:00:00"	"2019-5-13 15:00:00"
"547"	"15"	"73"	"73"	"2019-5-13 14:00:00"	"2019-5-13 15:00:00"
"548"	"15"	"73"	"73"	"2019-5-13 17:30:00"	"2019-5-13 18:30:00"
"549"	"15"	"73"	"73"	"2019-5-14 10:00:00"	"2019-5-14 11:00:00"
"550"	"4"	"73"	"73"	"2019-5-15 09:00:00"	"2019-5-15 09:30:00"
"551"	"28"	"73"	"73"	"2019-5-13 18:30:00"	"2019-5-13 19:30:00"
"552"	"6"	"73"	"73"	"2019-5-14 08:00:00"	"2019-5-14 09:00:00"
"553"	"15"	"73"	"73"	"2019-5-14 11:00:00"	"2019-5-14 12:00:00"
"554"	"15"	"73"	"73"	"2019-5-14 12:00:00"	"2019-5-14 13:00:00"
"555"	"4"	"73"	"73"	"2019-5-14 18:00:00"	"2019-5-14 19:00:00"
"556"	"15"	"73"	"73"	"2019-5-14 19:00:00"	"2019-5-14 20:00:00"
"557"	"4"	"73"	"73"	"2019-5-23 14:00:00"	"2019-5-23 15:00:00"
"558"	"15"	"73"	"73"	"2019-5-15 13:00:00"	"2019-5-15 14:00:00"
"561"	"6"	"73"	"73"	"2019-5-15 15:00:00"	"2019-5-15 16:00:00"
"563"	"6"	"73"	"73"	"2019-5-16 08:00:00"	"2019-5-16 09:00:00"
"564"	"15"	"73"	"73"	"2019-5-16 09:00:00"	"2019-5-16 10:00:00"
"565"	"15"	"73"	"73"	"2019-5-16 12:30:00"	"2019-5-16 13:30:00"
"566"	"15"	"73"	"73"	"2019-5-21 18:00:00"	"2019-5-21 19:00:00"
"567"	"6"	"73"	"73"	"2019-5-17 10:30:00"	"2019-5-17 11:30:00"
"568"	"15"	"73"	"73"	"2019-5-21 09:00:00"	"2019-5-21 10:00:00"
"569"	"6"	"73"	"73"	"2019-5-17 15:00:00"	"2019-5-17 16:00:00"
"570"	"15"	"73"	"73"	"2019-5-20 11:45:00"	"2019-5-20 12:45:00"
"571"	"15"	"73"	"73"	"2019-5-20 14:00:00"	"2019-5-20 15:00:00"
"572"	"4"	"73"	"73"	"2019-5-21 13:00:00"	"2019-5-21 14:00:00"
"573"	"15"	"73"	"73"	"2019-5-22 08:00:00"	"2019-5-22 09:00:00"
"574"	"28"	"73"	"73"	"2019-5-22 08:00:00"	"2019-5-22 09:00:00"
"575"	"28"	"73"	"73"	"2019-5-31 11:00:00"	"2019-5-31 12:00:00"
"576"	"15"	"73"	"73"	"2019-5-28 08:00:00"	"2019-5-28 09:00:00"
"577"	"7"	"73"	"73"	"2019-10-16 16:00:00"	"2019-10-16 17:00:00"
"578"	"15"	"73"	"73"	"2019-5-22 10:00:00"	"2019-5-22 11:00:00"
"579"	"15"	"73"	"73"	"2019-5-22 13:00:00"	"2019-5-22 14:00:00"
"580"	"15"	"73"	"73"	"2019-5-29 10:00:00"	"2019-5-29 11:00:00"
"581"	"15"	"73"	"73"	"2019-5-23 08:00:00"	"2019-5-23 09:00:00"
"582"	"15"	"73"	"73"	"2019-5-23 13:00:00"	"2019-5-23 14:00:00"
"583"	"15"	"73"	"73"	"2019-5-28 08:00:00"	"2019-5-28 09:00:00"
"584"	"15"	"73"	"73"	"2019-5-28 12:00:00"	"2019-5-28 13:00:00"
"585"	"15"	"73"	"73"	"2019-5-24 14:00:00"	"2019-5-24 14:30:00"
"586"	"7"	"73"	"73"	"2019-5-24 08:30:00"	"2019-5-24 09:00:00"
"588"	"7"	"73"	"73"	"2019-5-25 10:00:00"	"2019-5-25 10:30:00"
"589"	"7"	"73"	"73"	"2019-5-25 11:00:00"	"2019-5-25 11:30:00"
"590"	"7"	"73"	"73"	"2019-5-25 12:00:00"	"2019-5-25 12:30:00"
"591"	"7"	"73"	"73"	"2019-5-25 15:00:00"	"2019-5-25 16:00:00"
"592"	"28"	"73"	"73"	"2019-5-31 09:00:00"	"2019-5-31 10:00:00"
"593"	"7"	"73"	"73"	"2019-5-28 09:30:00"	"2019-5-28 10:00:00"
"594"	"7"	"73"	"73"	"2019-5-29 09:00:00"	"2019-5-29 09:30:00"
"595"	"7"	"73"	"73"	"2019-5-28 11:30:00"	"2019-5-28 12:00:00"
"596"	"28"	"73"	"73"	"2019-5-29 14:30:00"	"2019-5-29 15:30:00"
"597"	"6"	"73"	"73"	"2019-5-30 13:30:00"	"2019-5-30 14:30:00"
"598"	"15"	"73"	"73"	"2019-6-3 13:00:00"	"2019-6-3 14:00:00"
"599"	"7"	"73"	"73"	"2019-5-31 12:30:00"	"2019-5-31 13:30:00"
"600"	"28"	"73"	"73"	"2019-5-31 14:00:00"	"2019-5-31 15:00:00"
"601"	"28"	"73"	"73"	"2019-6-3 14:00:00"	"2019-6-3 15:00:00"
"602"	"4"	"73"	"73"	"2019-6-3 17:00:00"	"2019-6-3 18:00:00"
"603"	"4"	"73"	"73"	"2019-6-4 17:30:00"	"2019-6-4 18:30:00"
"604"	"7"	"73"	"73"	"2019-6-5 09:00:00"	"2019-6-5 10:00:00"
"605"	"15"	"73"	"73"	"2019-6-4 12:30:00"	"2019-6-4 13:30:00"
"606"	"15"	"73"	"73"	"2019-6-4 15:00:00"	"2019-6-4 16:00:00"
"607"	"7"	"73"	"73"	"2019-6-5 09:00:00"	"2019-6-5 10:00:00"
"608"	"15"	"73"	"73"	"2019-6-5 15:00:00"	"2019-6-5 16:00:00"
"609"	"4"	"73"	"73"	"2019-6-7 15:00:00"	"2019-6-7 16:00:00"
"610"	"4"	"73"	"73"	"2019-6-7 15:00:00"	"2019-6-7 16:00:00"
"611"	"4"	"73"	"73"	"2019-6-7 18:30:00"	"2019-6-7 19:30:00"
"612"	"15"	"73"	"73"	"2019-6-7 19:30:00"	"2019-6-7 20:30:00"
"613"	"6"	"73"	"73"	"2019-6-8 08:00:00"	"2019-6-8 09:00:00"
"614"	"15"	"73"	"73"	"2019-6-8 14:30:00"	"2019-6-8 15:30:00"
"615"	"15"	"73"	"73"	"2019-6-8 17:00:00"	"2019-6-8 18:00:00"
"616"	"15"	"73"	"73"	"2019-6-8 20:00:00"	"2019-6-8 21:00:00"
"617"	"15"	"73"	"73"	"2019-6-9 13:00:00"	"2019-6-9 14:00:00"
"619"	"15"	"73"	"73"	"2019-6-17 09:30:00"	"2019-6-17 10:30:00"
"620"	"4"	"73"	"73"	"2019-6-10 13:00:00"	"2019-6-10 14:00:00"
"621"	"28"	"73"	"73"	"2019-6-10 11:00:00"	"2019-6-10 12:00:00"
"622"	"15"	"73"	"73"	"2019-6-10 16:00:00"	"2019-6-10 17:00:00"
"623"	"6"	"73"	"73"	"2019-6-10 15:30:00"	"2019-6-10 16:30:00"
"624"	"28"	"73"	"73"	"2019-6-10 17:00:00"	"2019-6-10 18:00:00"
"625"	"4"	"73"	"73"	"2019-6-11 09:00:00"	"2019-6-11 10:00:00"
"626"	"6"	"73"	"73"	"2019-6-10 19:00:00"	"2019-6-10 20:00:00"
"627"	"15"	"73"	"73"	"2019-6-11 07:30:00"	"2019-6-11 08:30:00"
"628"	"6"	"73"	"73"	"2019-6-14 13:30:00"	"2019-6-14 14:30:00"
"629"	"28"	"73"	"73"	"2019-7-3 09:00:00"	"2019-7-3 10:00:00"
"630"	"4"	"73"	"73"	"2019-6-12 13:30:00"	"2019-6-12 14:30:00"
"631"	"6"	"73"	"73"	"2019-6-12 12:00:00"	"2019-6-12 13:00:00"
"633"	"15"	"73"	"73"	"2019-6-13 08:00:00"	"2019-6-13 09:00:00"
"634"	"6"	"73"	"73"	"2019-6-17 10:00:00"	"2019-6-17 11:00:00"
"635"	"4"	"73"	"73"	"2019-6-13 08:00:00"	"2019-6-13 09:00:00"
"636"	"15"	"73"	"73"	"2019-6-13 14:45:00"	"2019-6-13 15:45:00"
"637"	"15"	"73"	"73"	"2019-7-8 10:30:00"	"2019-7-8 11:30:00"
"638"	"15"	"73"	"73"	"2019-6-13 12:30:00"	"2019-6-13 13:30:00"
"639"	"6"	"73"	"73"	"2019-6-13 13:00:00"	"2019-6-13 14:00:00"
"640"	"6"	"73"	"73"	"2019-6-13 15:00:00"	"2019-6-13 16:00:00"
"642"	"15"	"73"	"73"	"2019-6-14 09:00:00"	"2019-6-14 10:00:00"
"643"	"15"	"73"	"73"	"2019-6-14 14:00:00"	"2019-6-14 15:00:00"
"644"	"6"	"73"	"73"	"2019-6-14 16:00:00"	"2019-6-14 17:00:00"
"645"	"15"	"73"	"73"	"2019-6-15 19:00:00"	"2019-6-15 20:00:00"
"646"	"4"	"73"	"73"	"2019-6-14 18:00:00"	"2019-6-14 19:00:00"
"647"	"15"	"73"	"73"	"2019-6-15 13:00:00"	"2019-6-15 14:00:00"
"648"	"15"	"73"	"73"	"2019-6-16 08:00:00"	"2019-6-16 09:00:00"
"649"	"15"	"73"	"73"	"2019-6-16 13:00:00"	"2019-6-16 14:00:00"
"650"	"15"	"73"	"73"	"2019-6-16 15:00:00"	"2019-6-16 16:00:00"
"651"	"6"	"73"	"73"	"2019-6-17 12:00:00"	"2019-6-17 13:00:00"
"652"	"7"	"73"	"73"	"2019-6-17 13:00:00"	"2019-6-17 14:00:00"
"653"	"28"	"73"	"73"	"2019-6-18 16:00:00"	"2019-6-18 17:00:00"
"654"	"6"	"73"	"73"	"2019-6-17 13:00:00"	"2019-6-17 14:00:00"
"656"	"7"	"73"	"73"	"2019-6-17 17:00:00"	"2019-6-17 18:00:00"
"657"	"15"	"73"	"73"	"2019-6-17 14:30:00"	"2019-6-17 15:30:00"
"658"	"6"	"73"	"73"	"2019-6-17 15:30:00"	"2019-6-17 16:30:00"
"659"	"7"	"73"	"73"	"2019-6-18 08:00:00"	"2019-6-18 09:00:00"
"660"	"7"	"73"	"73"	"2019-6-18 08:00:00"	"2019-6-18 09:00:00"
"661"	"15"	"73"	"73"	"2019-6-18 08:00:00"	"2019-6-18 09:00:00"
"662"	"7"	"73"	"73"	"2019-6-17 19:00:00"	"2019-6-17 20:00:00"
"663"	"6"	"73"	"73"	"2019-6-18 11:00:00"	"2019-6-18 12:00:00"
"664"	"6"	"73"	"73"	"2019-6-18 12:00:00"	"2019-6-18 13:00:00"
"666"	"6"	"73"	"73"	"2019-6-18 13:00:00"	"2019-6-18 14:00:00"
"667"	"15"	"73"	"73"	"2019-6-18 15:00:00"	"2019-6-18 16:00:00"
"668"	"7"	"73"	"73"	"2019-6-18 15:00:00"	"2019-6-18 16:00:00"
"669"	"15"	"73"	"73"	"2019-6-19 08:00:00"	"2019-6-19 09:00:00"
"671"	"7"	"73"	"73"	"2019-6-19 07:00:00"	"2019-6-19 08:00:00"
"672"	"6"	"73"	"73"	"2019-6-19 08:00:00"	"2019-6-19 09:00:00"
"673"	"6"	"73"	"73"	"2019-6-19 11:00:00"	"2019-6-19 12:00:00"
"674"	"28"	"73"	"73"	"2019-6-18 18:00:00"	"2019-6-18 19:00:00"
"675"	"6"	"73"	"73"	"2019-6-19 08:00:00"	"2019-6-19 09:00:00"
"676"	"4"	"73"	"73"	"2019-6-20 15:00:00"	"2019-6-20 16:00:00"
"677"	"6"	"73"	"73"	"2019-6-19 16:30:00"	"2019-6-19 17:30:00"
"678"	"15"	"73"	"73"	"2019-6-24 10:00:00"	"2019-6-24 11:00:00"
"679"	"7"	"73"	"73"	"2019-6-26 11:45:00"	"2019-6-26 12:45:00"
"680"	"6"	"73"	"73"	"2019-6-19 04:30:00"	"2019-6-19 05:30:00"
"681"	"4"	"73"	"73"	"2019-6-19 12:00:00"	"2019-6-19 13:00:00"
"682"	"6"	"73"	"73"	"2019-6-19 12:00:00"	"2019-6-19 13:00:00"
"683"	"4"	"73"	"73"	"2019-6-20 08:00:00"	"2019-6-20 09:00:00"
"684"	"15"	"73"	"73"	"2019-6-19 19:00:00"	"2019-6-19 20:00:00"
"685"	"15"	"73"	"73"	"2019-6-20 13:30:00"	"2019-6-20 14:30:00"
"686"	"15"	"73"	"73"	"2019-6-27 08:45:00"	"2019-6-27 09:45:00"
"687"	"4"	"73"	"73"	"2019-6-20 13:00:00"	"2019-6-20 14:00:00"
"688"	"7"	"73"	"73"	"2019-6-20 14:00:00"	"2019-6-20 15:00:00"
"689"	"28"	"73"	"73"	"2019-7-11 13:00:00"	"2019-7-11 14:00:00"
"690"	"15"	"73"	"73"	"2019-6-20 14:00:00"	"2019-6-20 15:00:00"
"691"	"15"	"73"	"73"	"2019-6-20 15:00:00"	"2019-6-20 16:00:00"
"692"	"15"	"73"	"73"	"2019-6-24 08:00:00"	"2019-6-24 09:00:00"
"693"	"15"	"73"	"73"	"2019-6-21 12:00:00"	"2019-6-21 13:00:00"
"694"	"15"	"73"	"73"	"2019-6-21 14:30:00"	"2019-6-21 15:30:00"
"695"	"15"	"73"	"73"	"2019-6-21 17:00:00"	"2019-6-21 19:00:00"
"696"	"15"	"73"	"73"	"2019-6-22 10:00:00"	"2019-6-22 11:00:00"
"697"	"15"	"73"	"73"	"2019-6-21 16:00:00"	"2019-6-21 17:00:00"
"698"	"15"	"73"	"73"	"2019-6-22 16:00:00"	"2019-6-22 17:00:00"
"699"	"7"	"73"	"73"	"2019-6-24 10:00:00"	"2019-6-24 11:00:00"
"700"	"7"	"73"	"73"	"2019-6-24 10:00:00"	"2019-6-24 11:00:00"
"701"	"7"	"73"	"73"	"2019-6-24 10:00:00"	"2019-6-24 11:00:00"
"704"	"7"	"73"	"73"	"2019-6-24 11:00:00"	"2019-6-24 12:00:00"
"705"	"7"	"73"	"73"	"2019-6-24 11:00:00"	"2019-6-24 12:00:00"
"706"	"1"	"73"	"73"	"2019-7-18 09:00:00"	"2019-7-18 10:00:00"
"707"	"15"	"73"	"73"	"2019-6-25 11:00:00"	"2019-6-25 12:00:00"
"708"	"7"	"73"	"73"	"2019-6-24 12:00:00"	"2019-6-24 13:00:00"
"709"	"15"	"73"	"73"	"2019-6-24 15:00:00"	"2019-6-24 16:00:00"
"710"	"15"	"73"	"73"	"2019-6-27 08:00:00"	"2019-6-27 09:00:00"
"711"	"7"	"73"	"73"	"2019-6-24 17:30:00"	"2019-6-24 18:30:00"
"712"	"15"	"73"	"73"	"2019-6-25 13:00:00"	"2019-6-25 14:00:00"
"713"	"28"	"73"	"73"	"2019-6-25 13:00:00"	"2019-6-25 14:00:00"
"714"	"15"	"73"	"73"	"2019-6-25 19:00:00"	"2019-6-25 20:00:00"
"715"	"7"	"73"	"73"	"2019-7-3 11:00:00"	"2019-7-3 12:00:00"
"716"	"7"	"73"	"73"	"2019-6-26 09:00:00"	"2019-6-26 10:00:00"
"717"	"7"	"73"	"73"	"2019-6-26 10:00:00"	"2019-6-26 11:00:00"
"718"	"15"	"73"	"73"	"2019-6-26 13:00:00"	"2019-6-26 14:00:00"
"719"	"6"	"73"	"73"	"2019-6-27 10:00:00"	"2019-6-27 11:00:00"
"720"	"15"	"73"	"73"	"2019-7-2 12:00:00"	"2019-7-2 13:00:00"
"721"	"15"	"73"	"73"	"2019-6-27 15:00:00"	"2019-6-27 16:00:00"
"722"	"15"	"73"	"73"	"2019-6-27 18:00:00"	"2019-6-27 19:00:00"
"723"	"15"	"73"	"73"	"2019-7-1 09:30:00"	"2019-7-1 10:30:00"
"724"	"4"	"73"	"73"	"2019-7-1 13:00:00"	"2019-7-1 14:00:00"
"725"	"15"	"73"	"73"	"2019-6-29 09:00:00"	"2019-6-29 10:00:00"
"726"	"15"	"73"	"73"	"2019-6-29 18:00:00"	"2019-6-29 19:00:00"
"727"	"7"	"73"	"73"	"2019-7-2 14:00:00"	"2019-7-2 15:00:00"
"728"	"6"	"73"	"73"	"2019-7-1 15:30:00"	"2019-7-1 16:30:00"
"729"	"15"	"73"	"73"	"2019-7-3 10:00:00"	"2019-7-3 11:00:00"
"730"	"28"	"73"	"73"	"2019-7-2 13:00:00"	"2019-7-2 14:00:00"
"731"	"15"	"73"	"73"	"2019-7-2 18:00:00"	"2019-7-2 19:00:00"
"732"	"6"	"73"	"73"	"2019-7-3 13:00:00"	"2019-7-3 14:00:00"
"733"	"15"	"73"	"73"	"2019-7-5 12:00:00"	"2019-7-5 13:00:00"
"734"	"15"	"73"	"73"	"2019-7-3 17:00:00"	"2019-7-3 18:00:00"
"735"	"6"	"73"	"73"	"2019-7-3 17:00:00"	"2019-7-3 18:00:00"
"736"	"6"	"73"	"73"	"2019-7-3 16:00:00"	"2019-7-3 17:00:00"
"737"	"7"	"73"	"73"	"2019-7-3 17:00:00"	"2019-7-3 18:00:00"
"738"	"4"	"73"	"73"	"2019-7-10 09:00:00"	"2019-7-10 10:00:00"
"739"	"15"	"73"	"73"	"2019-7-17 07:45:00"	"2019-7-17 08:45:00"
"740"	"15"	"73"	"73"	"2019-7-5 17:00:00"	"2019-7-5 18:00:00"
"741"	"15"	"73"	"73"	"2019-7-6 11:00:00"	"2019-7-6 12:00:00"
"742"	"16"	"73"	"73"	"2019-7-17 07:19:00"	"2019-7-17 08:19:00"
"743"	"15"	"73"	"73"	"2019-7-8 11:00:00"	"2019-7-8 12:00:00"
"744"	"15"	"73"	"73"	"2019-7-8 17:00:00"	"2019-7-8 18:00:00"
"746"	"7"	"73"	"73"	"2019-7-25 13:00:00"	"2019-7-25 14:00:00"
"747"	"28"	"73"	"73"	"2019-7-9 08:00:00"	"2019-7-9 09:00:00"
"748"	"15"	"73"	"73"	"2019-7-9 11:30:00"	"2019-7-9 12:30:00"
"749"	"4"	"73"	"73"	"2019-7-9 10:00:00"	"2019-7-9 11:00:00"
"750"	"1"	"73"	"73"	"2019-7-12 09:00:00"	"2019-7-12 10:00:00"
"751"	"15"	"73"	"73"	"2019-7-9 17:00:00"	"2019-7-9 18:00:00"
"752"	"15"	"73"	"73"	"2019-7-10 08:00:00"	"2019-7-10 09:00:00"
"753"	"15"	"73"	"73"	"2019-7-10 14:00:00"	"2019-7-10 15:00:00"
"754"	"7"	"73"	"73"	"2019-7-9 21:00:00"	"2019-7-9 22:00:00"
"755"	"15"	"73"	"73"	"2019-7-10 10:00:00"	"2019-7-10 11:00:00"
"756"	"7"	"73"	"73"	"2019-7-10 10:00:00"	"2019-7-10 11:00:00"
"776"	"15"	"73"	"73"	"2019-7-10 16:00:00"	"2019-7-10 17:00:00"
"780"	"15"	"73"	"73"	"2019-7-11 07:30:00"	"2019-7-11 08:30:00"
"782"	"7"	"73"	"73"	"2019-7-10 08:30:00"	"2019-7-10 09:30:00"
"788"	"7"	"73"	"73"	"2019-7-11 08:30:00"	"2019-7-11 09:00:00"
"792"	"15"	"73"	"73"	"2019-7-11 13:00:00"	"2019-7-11 14:00:00"
"794"	"7"	"73"	"73"	"2019-7-11 10:00:00"	"2019-7-11 11:00:00"
"795"	"7"	"73"	"73"	"2019-7-11 10:00:00"	"2019-7-11 11:00:00"
"796"	"1"	"73"	"73"	"2019-7-11 09:00:00"	"2019-7-11 09:30:00"
"797"	"1"	"73"	"73"	"2019-7-11 10:00:00"	"2019-7-11 10:30:00"
"798"	"1"	"73"	"73"	"2019-7-11 11:00:00"	"2019-7-11 11:30:00"
"799"	"15"	"73"	"73"	"2019-7-11 16:00:00"	"2019-7-11 17:00:00"
"801"	"1"	"73"	"73"	"2019-7-11 10:00:00"	"2019-7-11 10:30:00"
"802"	"1"	"73"	"73"	"2019-7-11 12:00:00"	"2019-7-11 12:30:00"
"803"	"1"	"73"	"73"	"2019-7-11 15:00:00"	"2019-7-11 16:00:00"
"804"	"1"	"73"	"73"	"2019-7-11 13:00:00"	"2019-7-11 13:30:00"
"805"	"1"	"73"	"73"	"2019-7-11 14:00:00"	"2019-7-11 14:30:00"
"806"	"7"	"73"	"73"	"2019-7-11 09:00:00"	"2019-7-11 09:30:00"
"821"	"7"	"73"	"73"	"2019-7-11 18:00:00"	"2019-7-11 19:00:00"
"825"	"1"	"73"	"73"	"2019-7-12 08:30:00"	"2019-7-12 09:00:00"
"826"	"1"	"73"	"73"	"2019-7-12 09:00:00"	"2019-7-12 10:00:00"
"827"	"1"	"73"	"73"	"2019-7-12 15:00:00"	"2019-7-12 16:00:00"
"828"	"1"	"73"	"73"	"2019-7-16 08:00:00"	"2019-7-16 09:00:00"
"829"	"1"	"73"	"73"	"2019-7-12 13:30:00"	"2019-7-12 14:30:00"
"830"	"1"	"73"	"73"	"2019-7-13 14:00:00"	"2019-7-13 15:00:00"
"831"	"6"	"73"	"73"	"2019-7-14 08:00:00"	"2019-7-14 09:00:00"
"832"	"7"	"73"	"73"	"2019-7-14 08:00:00"	"2019-7-14 09:00:00"
"833"	"7"	"73"	"73"	"2019-7-14 09:30:00"	"2019-7-14 10:00:00"
"836"	"6"	"73"	"73"	"2019-7-14 14:00:00"	"2019-7-14 15:00:00"
"837"	"7"	"73"	"73"	"2019-7-14 18:00:00"	"2019-7-14 19:00:00"
"838"	"7"	"73"	"73"	"2019-7-14 18:30:00"	"2019-7-14 19:30:00"
"839"	"7"	"73"	"73"	"2019-7-15 12:00:00"	"2019-7-15 13:00:00"
"840"	"16"	"73"	"73"	"2019-7-15 12:00:00"	"2019-7-15 13:00:00"
"842"	"6"	"73"	"73"	"2019-7-15 12:00:00"	"2019-7-15 12:30:00"
"843"	"1"	"73"	"73"	"2019-7-19 15:00:00"	"2019-7-19 16:00:00"
"844"	"6"	"73"	"73"	"2019-7-15 14:00:00"	"2019-7-15 15:00:00"
"845"	"16"	"73"	"73"	"2019-7-15 16:30:00"	"2019-7-15 17:30:00"
"846"	"7"	"73"	"73"	"2019-7-15 14:30:00"	"2019-7-15 15:30:00"
"847"	"1"	"73"	"73"	"2019-7-16 11:00:00"	"2019-7-16 12:00:00"
"848"	"7"	"73"	"73"	"2019-7-16 08:00:00"	"2019-7-16 09:00:00"
"849"	"6"	"73"	"73"	"2019-7-15 17:30:00"	"2019-7-15 18:30:00"
"851"	"6"	"73"	"73"	"2019-7-15 16:00:00"	"2019-7-15 17:00:00"
"852"	"16"	"73"	"73"	"2019-7-16 12:30:00"	"2019-7-16 13:30:00"
"853"	"1"	"73"	"73"	"2019-7-19 09:00:00"	"2019-7-19 10:00:00"
"854"	"1"	"73"	"73"	"2019-7-16 18:00:00"	"2019-7-16 19:00:00"
"855"	"16"	"73"	"73"	"2019-7-16 16:00:00"	"2019-7-16 17:00:00"
"856"	"7"	"73"	"73"	"2019-7-16 17:30:00"	"2019-7-16 18:30:00"
"857"	"7"	"73"	"73"	"2019-7-18 07:00:00"	"2019-7-18 08:00:00"
"858"	"1"	"73"	"73"	"2019-7-17 13:00:00"	"2019-7-17 14:00:00"
"859"	"15"	"73"	"73"	"2019-7-23 08:30:00"	"2019-7-23 09:30:00"
"860"	"1"	"73"	"73"	"2019-7-17 16:00:00"	"2019-7-17 17:00:00"
"861"	"1"	"73"	"73"	"2019-7-18 11:00:00"	"2019-7-18 12:00:00"
"862"	"7"	"73"	"73"	"2019-7-18 13:00:00"	"2019-7-18 14:00:00"
"863"	"7"	"73"	"73"	"2019-7-19 10:00:00"	"2019-7-19 11:00:00"
